"gene_symbol","baseMean","log2FoldChange","padj"
"SGO2",254.508314983115,-2.38851931822485,3.52084724462505e-23
"IGFL2-AS1",254.00182834393,9.30776551450535,4.30058746064084e-20
"GPR160",253.276649887287,1.67431095553721,2.14744711664093e-18
"TNRC18",1890.96788591914,-1.17419536366364,3.59539688440141e-15
"CASD1",534.33720043499,-1.17039735244491,4.41875202420077e-15
"HMOX1",470.349155783744,-1.39156728134048,5.36708886161283e-14
"DUT",304.525530527456,-1.52967467758552,2.92021517129249e-11
"JMY",1368.06116653441,-0.775270240291258,8.53458190774066e-10
"HOXC6",147.154973224598,-1.26384964149268,5.68267301136538e-09
"HOXA3",78.9667099626529,-1.57540144672676,7.24064592092101e-09
"FERMT1",173.481366432452,1.09037165281998,2.73150161052419e-08
"POMP",888.978347203204,1.13485312995391,1.35232318264644e-07
"SLCO2B1",17.6522773094757,4.86325143428983,1.06013945509085e-06
"EFCAB14",2673.1194403898,0.593783216014376,2.39711554272475e-06
"CLCN3",1893.60014776923,0.704781319338553,2.78496849355396e-06
"MTMR11",518.477589602747,0.695232059342988,1.19510566868081e-05
"EVA1A-AS",151.232924675724,-0.91858285381445,1.33140740154726e-05
"YJU2",218.536666584492,0.798682608050643,2.52135123256621e-05
"RPS27L",669.063133535999,-0.933376897770268,2.72169444393411e-05
"ARRDC3-AS1",168.827136332601,0.871854434848198,3.36763794543747e-05
"PAXBP1",1373.54479881538,0.541620066329134,8.32616211201595e-05
"ALDH18A1",1640.19236182623,-0.581897899760344,0.000152081970979191
"PMVK",221.499071295529,0.832668266319764,0.000217816186899786
"PGM3",1034.45153854741,-0.512055147149695,0.000403156850042155
"LRRC66",81.3728557663906,0.937103058368219,0.000506574719983593
"HPGD",10.6486676318212,2.92444943264166,0.00064856973543563
"SMAD3-AS1",92.9762789828143,-0.904029230742892,0.00238211218288502
"IMP4",521.735972452439,0.48685052333433,0.00636915181936142
"FAM47E",22.0993826165082,-1.16870871989263,0.0135827753271047
"ANAPC7",615.84163626688,0.33977990733839,0.0319128305155186
"PIGC",438.436544797178,0.430002033897594,0.0380567878005098
"MTIF3",117.457556615686,-0.526541716763428,0.0468129385514498
"BCL2L15",21.7315842215186,-1.00782554055465,0.0483763446450457
"GNAL",34.3597654600612,0.787886541447272,0.0488559265204504
