"gene_id","gene_symbol","log2FoldChange","padj","tes_bound","tead1_bound","regulatory_class"
"ENSG00000077092","RARB",-3.21209099783835,1.33757706879539e-122,TRUE,TRUE,"TES_TEAD1_shared"
"ENSG00000156011","PSD3",-3.11111775157525,1.55059069425127e-122,TRUE,TRUE,"TES_TEAD1_shared"
"ENSG00000290058",NA,4.63505302669535,1.55773301724448e-122,FALSE,FALSE,"Indirect"
"ENSG00000100994","PYGB",2.78171454968655,2.1026305425919e-122,FALSE,TRUE,"TEAD1_direct"
"ENSG00000057019","DCBLD2",-2.59420650209385,8.09507897533245e-122,TRUE,FALSE,"TES_direct"
"ENSG00000006283","CACNA1G",3.72594906601156,3.13199883626884e-121,FALSE,FALSE,"Indirect"
"ENSG00000152104","PTPN14",-2.98887458076315,3.32107645375999e-121,FALSE,TRUE,"TEAD1_direct"
"ENSG00000111799","COL12A1",-3.12431620296627,5.82362331312125e-121,TRUE,TRUE,"TES_TEAD1_shared"
"ENSG00000180801","ARSJ",-3.05204776402712,6.87454054232262e-121,TRUE,TRUE,"TES_TEAD1_shared"
"ENSG00000147862","NFIB",-2.96297919606652,7.87074262497469e-121,TRUE,TRUE,"TES_TEAD1_shared"
"ENSG00000171848","RRM2",-3.9236403449446,1.59471864951804e-120,FALSE,TRUE,"TEAD1_direct"
"ENSG00000148541","FAM13C",-4.05831666996138,2.8070402069078e-120,TRUE,TRUE,"TES_TEAD1_shared"
"ENSG00000148672","GLUD1",2.93781986035646,3.73476278506832e-120,TRUE,TRUE,"TES_TEAD1_shared"
"ENSG00000198691","ABCA4",7.26019503406969,3.61106467099676e-119,TRUE,TRUE,"TES_TEAD1_shared"
"ENSG00000172243","CLEC7A",5.73968905282038,6.49641669002121e-119,FALSE,FALSE,"Indirect"
"ENSG00000145349","CAMK2D",-2.65329495309456,3.04941467964484e-118,TRUE,TRUE,"TES_TEAD1_shared"
"ENSG00000124253","PCK1",5.29809529110984,6.20983266994708e-118,TRUE,TRUE,"TES_TEAD1_shared"
"ENSG00000150457","LATS2",-3.714509092708,1.57724196114925e-117,TRUE,TRUE,"TES_TEAD1_shared"
"ENSG00000136960","ENPP2",9.54113311532366,1.59822687816778e-117,FALSE,FALSE,"Indirect"
"ENSG00000090661","CERS4",3.46975701959325,2.25255313605944e-117,TRUE,TRUE,"TES_TEAD1_shared"
"ENSG00000166483","WEE1",2.7886932106211,3.42229669849437e-117,TRUE,TRUE,"TES_TEAD1_shared"
"ENSG00000187837","H1-2",-2.87972457145761,2.5377974249641e-116,TRUE,TRUE,"TES_TEAD1_shared"
"ENSG00000151458","ANKRD50",-2.74480266200501,2.88957408467927e-116,TRUE,TRUE,"TES_TEAD1_shared"
"ENSG00000026025","VIM",-3.55651227831258,1.00761218053013e-115,TRUE,TRUE,"TES_TEAD1_shared"
"ENSG00000112139","MDGA1",3.05845634565296,3.84999208589004e-115,FALSE,TRUE,"TEAD1_direct"
"ENSG00000148357","HMCN2",8.04296572908486,4.24608183040231e-115,FALSE,FALSE,"Indirect"
"ENSG00000144645","OSBPL10",-2.84149543589002,1.36795751743945e-114,TRUE,TRUE,"TES_TEAD1_shared"
"ENSG00000183813","CCR4",4.49855926148489,2.51365079353698e-114,FALSE,FALSE,"Indirect"
"ENSG00000050327","ARHGEF5",8.26990776029733,3.40892563534353e-114,FALSE,FALSE,"Indirect"
"ENSG00000166147","FBN1",-2.93260630491299,6.49776530132102e-114,TRUE,TRUE,"TES_TEAD1_shared"
"ENSG00000091436","MAP3K20",2.92903192490595,1.38186249661283e-113,TRUE,TRUE,"TES_TEAD1_shared"
"ENSG00000138316","ADAMTS14",6.30776534276973,3.43990986845256e-113,TRUE,TRUE,"TES_TEAD1_shared"
"ENSG00000152583","SPARCL1",5.29555818816214,4.1602810000903e-113,TRUE,TRUE,"TES_TEAD1_shared"
"ENSG00000115353","TACR1",-3.52753029280769,4.51729044646604e-113,TRUE,TRUE,"TES_TEAD1_shared"
"ENSG00000182263","FIGN",-2.79619620269653,1.48316339652387e-112,TRUE,TRUE,"TES_TEAD1_shared"
"ENSG00000115380","EFEMP1",-4.60616868483747,2.79526160908322e-112,TRUE,TRUE,"TES_TEAD1_shared"
"ENSG00000162692","VCAM1",-3.70225048286617,4.51312467541353e-112,TRUE,TRUE,"TES_TEAD1_shared"
"ENSG00000106278","PTPRZ1",-2.98564804300003,1.6536665499924e-111,TRUE,TRUE,"TES_TEAD1_shared"
"ENSG00000169047","IRS1",-2.68877871125526,1.79414524246784e-111,TRUE,TRUE,"TES_TEAD1_shared"
"ENSG00000131747","TOP2A",-3.36581276900899,1.86825317320931e-111,FALSE,FALSE,"Indirect"
"ENSG00000165323","FAT3",-3.06104470626551,1.92055717944172e-110,TRUE,TRUE,"TES_TEAD1_shared"
"ENSG00000198947","DMD",-3.60718304623363,2.68871414911187e-110,TRUE,TRUE,"TES_TEAD1_shared"
"ENSG00000172123","SLFN12",-4.34401311349114,2.81532788300184e-110,TRUE,TRUE,"TES_TEAD1_shared"
"ENSG00000178150","ZNF114",7.61625434724701,3.08257873962323e-110,FALSE,FALSE,"Indirect"
"ENSG00000204262","COL5A2",-3.25000987079925,3.51071821202547e-108,TRUE,FALSE,"TES_direct"
"ENSG00000155761","SPAG17",-3.29988037080116,3.70855278118979e-108,TRUE,TRUE,"TES_TEAD1_shared"
"ENSG00000104419","NDRG1",-2.565119434629,1.41356880129664e-107,TRUE,FALSE,"TES_direct"
"ENSG00000231566",NA,-4.11458718571562,2.96680932263845e-107,FALSE,FALSE,"Indirect"
"ENSG00000144642","RBMS3",-2.84879489234782,5.77509964138202e-107,TRUE,TRUE,"TES_TEAD1_shared"
"ENSG00000174705","SH3PXD2B",2.71980934922782,5.83338346268766e-107,TRUE,TRUE,"TES_TEAD1_shared"
"ENSG00000169991","IFFO2",-2.90399545547578,6.10279410132595e-107,FALSE,TRUE,"TEAD1_direct"
"ENSG00000222041","CYTOR",-3.47570757349294,1.95419458468071e-106,FALSE,FALSE,"Indirect"
"ENSG00000118432","CNR1",-2.7185090584044,1.95419458468071e-106,TRUE,TRUE,"TES_TEAD1_shared"
"ENSG00000092421","SEMA6A",3.56722533787899,3.9197639243228e-106,TRUE,TRUE,"TES_TEAD1_shared"
"ENSG00000165899","OTOGL",-4.35231526073805,5.23665203895168e-106,FALSE,TRUE,"TEAD1_direct"
"ENSG00000197261","C6orf141",2.66438601942832,9.6759048812627e-106,TRUE,TRUE,"TES_TEAD1_shared"
"ENSG00000126785","RHOJ",-3.58499891694571,1.37907982980205e-105,TRUE,TRUE,"TES_TEAD1_shared"
"ENSG00000169715","MT1E",-5.53154888046216,4.54733702536875e-105,FALSE,TRUE,"TEAD1_direct"
"ENSG00000184304","PRKD1",-2.96893802822791,6.61689032842727e-105,TRUE,TRUE,"TES_TEAD1_shared"
"ENSG00000277157","H4C4",-4.17746310717727,3.0702995218697e-104,FALSE,FALSE,"Indirect"
"ENSG00000175899","A2M",-4.14040985325567,8.65591692794545e-104,FALSE,TRUE,"TEAD1_direct"
"ENSG00000071282","LMCD1",-3.22037059286635,9.60971899950183e-103,TRUE,TRUE,"TES_TEAD1_shared"
"ENSG00000138678","GPAT3",3.20202942254892,1.29046739558276e-102,TRUE,TRUE,"TES_TEAD1_shared"
"ENSG00000124749","COL21A1",-4.2351221948193,7.37024584904564e-102,TRUE,TRUE,"TES_TEAD1_shared"
"ENSG00000185942","NKAIN3",-3.61376794806725,1.32430622796732e-101,TRUE,TRUE,"TES_TEAD1_shared"
"ENSG00000143367","TUFT1",2.52220758558708,1.95875966365972e-101,TRUE,TRUE,"TES_TEAD1_shared"
"ENSG00000182912",NA,6.21424856986348,4.5963977416043e-101,FALSE,FALSE,"Indirect"
"ENSG00000198948","MFAP3L",2.70368841539083,1.38612284515395e-100,TRUE,TRUE,"TES_TEAD1_shared"
"ENSG00000076641","PAG1",-3.50580663051506,5.8303918942914e-100,TRUE,TRUE,"TES_TEAD1_shared"
"ENSG00000171631","P2RY6",5.29947989561956,2.22102890484404e-99,FALSE,TRUE,"TEAD1_direct"
"ENSG00000112276","POPDC1",-2.72089082049974,6.4581594586401e-99,FALSE,FALSE,"Indirect"
"ENSG00000066279","ASPM",-3.06051803604177,7.35248215444903e-99,TRUE,FALSE,"TES_direct"
"ENSG00000059804","SLC2A3",2.58794528615447,6.4396196055925e-98,FALSE,TRUE,"TEAD1_direct"
"ENSG00000277224","H2BC7",-5.44746146801954,1.88149732083129e-97,TRUE,FALSE,"TES_direct"
"ENSG00000173598","NUDT4",-2.59334223195027,2.10296711069722e-97,FALSE,FALSE,"Indirect"
"ENSG00000145934","TENM2",-2.46057753090908,2.50794831939736e-97,TRUE,TRUE,"TES_TEAD1_shared"
"ENSG00000126878","AIF1L",-2.87952414730563,1.04426471617053e-96,FALSE,TRUE,"TEAD1_direct"
"ENSG00000071575","TRIB2",-2.65889115532627,2.81004343723428e-95,TRUE,TRUE,"TES_TEAD1_shared"
"ENSG00000147256","ARHGAP36",6.16886172596524,2.81388987325923e-95,FALSE,TRUE,"TEAD1_direct"
"ENSG00000136709","WDR33",-2.7425822427732,3.84037786841247e-95,FALSE,TRUE,"TEAD1_direct"
"ENSG00000170421","KRT8",3.95835997662107,4.4874678463932e-95,FALSE,FALSE,"Indirect"
"ENSG00000012817","KDM5D",-3.7366141589811,6.67121122523648e-95,FALSE,TRUE,"TEAD1_direct"
"ENSG00000117569","PTBP2",-2.71793628306409,2.255045495025e-94,TRUE,FALSE,"TES_direct"
"ENSG00000105810","CDK6",-2.50416652567573,5.2950036925613e-94,TRUE,TRUE,"TES_TEAD1_shared"
"ENSG00000256087","ZNF432",2.60779489843246,8.85088995801611e-94,TRUE,FALSE,"TES_direct"
"ENSG00000008441","NFIX",-2.53560146678647,1.26909082358836e-93,FALSE,TRUE,"TEAD1_direct"
"ENSG00000151718","WWC2",-2.86446450765268,3.19013694734699e-93,TRUE,TRUE,"TES_TEAD1_shared"
"ENSG00000134569","LRP4",2.88472761765719,3.19046432304154e-93,FALSE,TRUE,"TEAD1_direct"
"ENSG00000263567",NA,8.49558664066747,3.22339836981784e-93,FALSE,FALSE,"Indirect"
"ENSG00000150540","HNMT",-5.9575449585292,4.25744299402014e-93,TRUE,TRUE,"TES_TEAD1_shared"
"ENSG00000277075","H2AC8",-4.12017822339573,5.18520649255948e-93,FALSE,TRUE,"TEAD1_direct"
"ENSG00000185585","OLFML2A",-4.04920916381454,6.88435480107834e-93,FALSE,TRUE,"TEAD1_direct"
"ENSG00000047457","CP",-3.82611646445878,1.38794489255363e-92,TRUE,TRUE,"TES_TEAD1_shared"
"ENSG00000137642","SORL1",-2.95239903492511,2.85094774693956e-92,TRUE,TRUE,"TES_TEAD1_shared"
"ENSG00000163710","PCOLCE2",6.74181809257981,3.2330338579935e-92,TRUE,FALSE,"TES_direct"
"ENSG00000125827","TMX4",-2.8639295809013,4.57014100301149e-92,FALSE,FALSE,"Indirect"
"ENSG00000160282","FTCD",4.78606537763229,4.76946236694106e-92,FALSE,FALSE,"Indirect"
"ENSG00000104047","DTWD1",-3.92699589639045,8.38209352545054e-92,FALSE,TRUE,"TEAD1_direct"
"ENSG00000139263","LRIG3",-2.59470290398658,9.11184716506836e-92,TRUE,FALSE,"TES_direct"
"ENSG00000278588","H2BC10",-4.69964491570344,1.92674848344718e-91,FALSE,FALSE,"Indirect"
"ENSG00000078018","MAP2",-2.83049926392138,2.00849229628647e-91,TRUE,TRUE,"TES_TEAD1_shared"
"ENSG00000136205","TNS3",-2.48716919439411,4.13158278680989e-91,TRUE,TRUE,"TES_TEAD1_shared"
"ENSG00000111269","CREBL2",-4.37793061996222,4.27955794084951e-91,TRUE,TRUE,"TES_TEAD1_shared"
"ENSG00000049130","KITLG",-3.68828437349792,2.52941219930373e-90,TRUE,TRUE,"TES_TEAD1_shared"
"ENSG00000136167","LCP1",3.90446607628467,8.11229834637924e-90,TRUE,FALSE,"TES_direct"
"ENSG00000172965","MIR4435-2HG",-2.80062352254469,1.04170607073573e-89,TRUE,TRUE,"TES_TEAD1_shared"
"ENSG00000242498","ARPIN",-3.3404961049837,1.40441789610281e-89,FALSE,FALSE,"Indirect"
"ENSG00000166741","NNMT",-4.32554072935394,1.92839564559738e-89,TRUE,TRUE,"TES_TEAD1_shared"
"ENSG00000147119","CHST7",3.02815469154862,5.4654722754973e-88,TRUE,TRUE,"TES_TEAD1_shared"
"ENSG00000169760","NLGN1",-2.6578026222704,1.00601790948822e-87,TRUE,TRUE,"TES_TEAD1_shared"
"ENSG00000123485","HJURP",-4.06861910306412,1.82679474449348e-87,FALSE,FALSE,"Indirect"
"ENSG00000146802","TMEM168",-3.70309792069358,2.54358772597589e-87,TRUE,FALSE,"TES_direct"
"ENSG00000184185","KCNJ12",7.21171221995477,3.16431349190883e-87,FALSE,TRUE,"TEAD1_direct"
"ENSG00000087266","SH3BP2",-2.46861104597602,1.53909390024965e-86,FALSE,TRUE,"TEAD1_direct"
"ENSG00000139618","BRCA2",-3.58088148343411,4.03341404924438e-86,TRUE,FALSE,"TES_direct"
"ENSG00000048052","HDAC9",-2.34007634726241,4.25009202733988e-86,TRUE,TRUE,"TES_TEAD1_shared"
"ENSG00000224078",NA,-3.09086403407146,4.35386319983409e-86,FALSE,FALSE,"Indirect"
"ENSG00000130940","CASZ1",3.6155292673122,1.05565863787653e-85,FALSE,FALSE,"Indirect"
"ENSG00000164692","COL1A2",-2.41314459203315,4.074778855906e-85,TRUE,TRUE,"TES_TEAD1_shared"
"ENSG00000174231","PRPF8",-2.28708183078602,4.77636121559103e-85,FALSE,FALSE,"Indirect"
"ENSG00000152256","PDK1",-2.54245536268955,1.3803786251309e-84,FALSE,FALSE,"Indirect"
"ENSG00000112319","EYA4",-2.39620087832337,1.84706834176712e-84,TRUE,TRUE,"TES_TEAD1_shared"
"ENSG00000010030","ETV7",3.3845775433315,2.03084510983899e-84,FALSE,FALSE,"Indirect"
"ENSG00000115414","FN1",-2.51778637847426,2.59161713560113e-84,TRUE,TRUE,"TES_TEAD1_shared"
"ENSG00000162490","DRAXIN",3.66249871645856,2.71695232722084e-84,FALSE,FALSE,"Indirect"
"ENSG00000171444","MCC",-2.33035239367809,2.83826861062824e-84,TRUE,TRUE,"TES_TEAD1_shared"
"ENSG00000156515","HK1",-2.26754557235062,7.19484722430327e-84,FALSE,TRUE,"TEAD1_direct"
"ENSG00000151322","NPAS3",-2.81886389341653,1.63477477080869e-83,TRUE,TRUE,"TES_TEAD1_shared"
"ENSG00000198838","RYR3",3.31373676978754,5.18889590522049e-83,TRUE,TRUE,"TES_TEAD1_shared"
"ENSG00000007237","GAS7",-2.67296529150496,6.29577471526363e-83,FALSE,TRUE,"TEAD1_direct"
"ENSG00000144810","COL8A1",-3.6564954861073,1.10621260980863e-82,TRUE,TRUE,"TES_TEAD1_shared"
"ENSG00000150760","DOCK1",-2.60720633264655,1.25521458925796e-82,FALSE,TRUE,"TEAD1_direct"
"ENSG00000172201","ID4",-3.48808445293036,2.86115228224446e-82,TRUE,TRUE,"TES_TEAD1_shared"
"ENSG00000151012","SLC7A11",-2.27253752313958,3.85486582274351e-82,TRUE,TRUE,"TES_TEAD1_shared"
"ENSG00000116745","RPE65",5.16617313820385,7.05939282021451e-82,FALSE,FALSE,"Indirect"
"ENSG00000171241","SHCBP1",-3.34700325642433,7.39610383775276e-82,TRUE,FALSE,"TES_direct"
"ENSG00000242759",NA,-3.3361868761295,2.52842530738337e-81,FALSE,FALSE,"Indirect"
"ENSG00000089685","BIRC5",-3.49391587625654,6.65222371270464e-81,FALSE,FALSE,"Indirect"
"ENSG00000130396","AFDN",2.14031690053807,7.74797166535743e-81,TRUE,FALSE,"TES_direct"
"ENSG00000139438","FAM222A",3.40048596958528,1.01281517543346e-80,FALSE,TRUE,"TEAD1_direct"
"ENSG00000166046","TCP11L2",2.43808419017786,1.0370552880777e-80,TRUE,FALSE,"TES_direct"
"ENSG00000090530","P3H2",-3.57908070955505,1.6963572145046e-80,TRUE,TRUE,"TES_TEAD1_shared"
"ENSG00000169862","CTNND2",-2.69565420236224,4.63909694625411e-80,TRUE,TRUE,"TES_TEAD1_shared"
"ENSG00000278705","H4C2",-3.23726467978814,7.35618742276987e-80,FALSE,FALSE,"Indirect"
"ENSG00000278828","H3C10",-2.83001513874614,1.90741139407511e-79,FALSE,FALSE,"Indirect"
"ENSG00000136542","GALNT5",-7.66844011102638,3.62763450860698e-79,TRUE,TRUE,"TES_TEAD1_shared"
"ENSG00000170471","RALGAPB",-2.50573179416672,8.9056280571638e-79,TRUE,FALSE,"TES_direct"
"ENSG00000122870","BICC1",-2.74017797919359,1.0917060744375e-78,TRUE,TRUE,"TES_TEAD1_shared"
"ENSG00000117461","PIK3R3",2.47795331599282,1.78463759512558e-78,FALSE,FALSE,"Indirect"
"ENSG00000129317","PUS7L",-3.10073192598766,1.79687392385553e-78,FALSE,FALSE,"Indirect"
"ENSG00000171408","PDE7B",4.10960277493048,1.8510725535511e-78,FALSE,FALSE,"Indirect"
"ENSG00000170525","PFKFB3",-2.17434159217117,1.9508291356737e-78,TRUE,TRUE,"TES_TEAD1_shared"
"ENSG00000134954","ETS1",-2.52250066304808,1.98185565824567e-78,TRUE,TRUE,"TES_TEAD1_shared"
"ENSG00000126016","AMOT",-2.34036490108262,2.13485616135174e-78,TRUE,TRUE,"TES_TEAD1_shared"
"ENSG00000107562","CXCL12",5.23138270624291,2.14111693849217e-78,FALSE,TRUE,"TEAD1_direct"
"ENSG00000134690","CDCA8",-3.80592771357345,6.86352634889263e-78,FALSE,FALSE,"Indirect"
"ENSG00000196083","IL1RAP",-2.70516091854508,6.86352634889263e-78,TRUE,TRUE,"TES_TEAD1_shared"
"ENSG00000112773","TENT5A",-2.43850862353654,1.33472322075858e-77,TRUE,TRUE,"TES_TEAD1_shared"
"ENSG00000143341","HMCN1",-2.79497342435536,1.89041764124391e-77,TRUE,TRUE,"TES_TEAD1_shared"
"ENSG00000229989",NA,-3.56494579586258,3.479671776198e-77,FALSE,FALSE,"Indirect"
"ENSG00000107731","UNC5B",2.62564347659232,3.49614907269051e-77,FALSE,FALSE,"Indirect"
"ENSG00000276903","H2AC16",-4.40822761709874,4.90150257673435e-77,FALSE,FALSE,"Indirect"
"ENSG00000102144","PGK1",-3.0614033119931,5.98606851007124e-77,FALSE,TRUE,"TEAD1_direct"
"ENSG00000102893","PHKB",-2.37581725163925,1.42092005591654e-76,TRUE,FALSE,"TES_direct"
"ENSG00000168298","H1-4",-2.66967102079375,2.45319152494697e-76,FALSE,FALSE,"Indirect"
"ENSG00000144681","STAC",-3.05667186402956,2.54859637247458e-76,TRUE,TRUE,"TES_TEAD1_shared"
"ENSG00000137812","KNL1",-2.81104692950846,3.89317870537217e-76,FALSE,FALSE,"Indirect"
"ENSG00000204767","INSYN2B",-2.88161809726117,5.15143827823122e-76,TRUE,TRUE,"TES_TEAD1_shared"
