"pathway","pval","padj","log2err","ES","NES","size","leadingEdge","collection"
"CAR_HPX",0.0511913912375096,0.353668341708543,0.0777921919210674,0.482408349722988,1.42375244971939,39,"APOA1;RBP4;SERPINF2;FMO3;TDO2;TFR2;HSD17B6;AMBP;DPYS;SLC22A1;AKR1D1;AGT;SDS;RIDA;CYP2C9;SERPINC1;HGFAC","11_C3_Cancer_Atlas"
"CAR_IGFBP1",0.156245053031502,0.583565646848573,0.0436087756134531,0.452177972532678,1.26395649086471,29,"APOA1;PCK1;SERPINF2;TDO2;TFR2;DPYS;SLC22A1;AKR1D1","11_C3_Cancer_Atlas"
"CAR_MLANA",0.00372497283873972,0.0657051599976194,0.297232921999731,0.593873937087811,1.70089236796894,33,"CD40;PCBP3;ZNF157;PRSS16;WNT10B;IGSF9B;SLC30A3;PSG1","11_C3_Cancer_Atlas"
"CAR_MYST2",0.040999673309376,0.313988792983012,0.0900040036985574,0.58254120746725,1.50455422237899,20,"PCBP3;ZNF157;WNT10B;IGSF9B;PSG1;LILRA4;GRM4","11_C3_Cancer_Atlas"
"CAR_TNFRSF25",0.0274170274170274,0.249052109181141,0.10954123067857,0.577640631197836,1.55435815274819,24,"CD40;PCBP3;CNTN6;PRSS16;WNT10B;IGSF9B;ADAMTSL2","11_C3_Cancer_Atlas"
"CAR_WBSCR22",0.0154164017800381,0.17387922392293,0.146151534304949,0.570639734007422,1.58009009869741,28,"PCBP3;ZNF157;PRSS16;ITGA2B;WNT10B;IGSF9B;SLC30A3;PSG1","11_C3_Cancer_Atlas"
"GCM_ACTG1",0.0559732664995823,0.373076326903054,0.124026527381656,-0.311261563994721,-1.26242992029873,122,"EPRS1;DHX9;PSMA1;DUT;NAP1L1;BRD8;HMGB1;HSP90AA1;SNRPD3;H2AZ1;RPS8;EBP;TATDN2;HNRNPU;RPS19;USP7;KHDRBS1;BCLAF1;NONO;HNRNPA1;RPL3;UBA52;TRIM28;SRSF2;PSME1;SLC25A3;RPL10A;RACK1;SNRPA;TRA2B;HMGN2;CLIC1;RPS23;NDUFA12;SSR2;SUZ12;HNRNPM;RPL7;PSMB3;SET;EEF1B2;RPL29;RPL17;RPS3A;EIF4H;HNRNPK;EIF4A1;NACA;HNRNPA2B1;RPL4;EIF3F;RPL9;PRMT1;CSNK2B;RPL32;EEF2;U2AF1;ATP5PB","12_C4_Computational"
"GCM_AIP",0.894388931591084,1,0.012233181440037,0.244621549850559,0.721962070212673,39,"RENBP;SIGMAR1;WAS;HNRNPL;VAV1","12_C4_Computational"
"GCM_ANP32B",0.176042541281836,0.607644632438235,0.0557092269421475,-0.3720842231288,-1.20651769544304,35,"DUT;MCM6;NAP1L1;H2AZ1;EBP;KHDRBS1;HNRNPD;HNRNPA1;ANP32B;TRIM28;SLC25A3;SNRPA;HMGN2;CLIC1","12_C4_Computational"
"GCM_APEX1",0.0406338886631451,0.313232539333204,0.143909619745855,-0.326993791896413,-1.30836643885017,112,"EPRS1;DHX9;PSMA1;DUT;MCM6;NAP1L1;CAPZA1;SNRPD3;H2AZ1;RPS8;LMNB2;SRSF3;HNRNPU;RPS19;KHDRBS1;HNRNPD;BCLAF1;NONO;HNRNPA1;MCM3;TRIM28;SRSF2;PFN1;PSME1;SLC25A3;RPL10A;RACK1;SNRPA;RPL14;TRA2B;CLIC1;RPS23;NDUFA12;HNRNPM;RPL7;RAD21;PSMB2;TAF9;SET;EEF1B2;RPL29;RPL17","12_C4_Computational"
