"pathway","pval","padj","log2err","ES","NES","size","leadingEdge","collection"
"GCM_HMGA2",2.711270737939e-05,0.00094464967592152,0.575610261071129,0.527008012191274,1.81912903170132,103,"KRT35;TEC;KRT32;RENBP;KRT31;PTPN5;FEV;GCK;SSTR3;GHRHR;CD8B;KCNA6;NGFR;STAT4;MYCL;MYH7;CTLA4;SLC2A4;AANAT;PSG7;SLC30A3;PTPRU;GJA5;GABRQ;WAS;CYP2F1;VAV1;LYST;PNMT;MPP2;SUPT4H1;GRM4;CHRNE;SLC14A2;ERV3-1;GCM1;MICB","12_C4_Computational"
"GCM_LTK",0.0010490461790317,0.0238938090874599,0.45505986738723,0.600101260303977,1.77110458375793,39,"KRT35;KRT32;RENBP;PTPN5;HSD17B3;PLCB2;NKX2-5;MLN;FES;SLC2A4;AANAT;PSG7;WAS;MPP2;GRM4;MICB","12_C4_Computational"
"GCM_PTPRU",6.48123606282187e-05,0.00210207094055946,0.538434096309916,0.625132405406185,1.91502970488471,47,"KRT35;TEC;FEV;GCK;SSTR3;GHRHR;CD8B;KCNA6;STAT4;MYH7;AANAT;SLC30A3;PTPRU;KRT12;GABRQ;MPP2;SUPT4H1;CHRNE;SLC14A2;ERV3-1","12_C4_Computational"
"GNF2_BUB1",1.89963283715759e-10,1.24827287553265e-08,0.826657301178302,-0.843166280846418,-2.53732461835757,26,"RRM2;CDCA8;KIF20A;AURKB;CDC20;NDC80;ASPM;FOXM1;HMMR;ESPL1;PLK1;BUB1B;SPAG5;BUB1;CKS1B;CENPE;CCNB2;MELK;CDT1;KIF2C","14_C2_Curated"
"GNF2_BUB1B",1.04855966265368e-13,1.22996048429276e-11,0.954541630725724,-0.780365337687897,-2.69331283015972,49,"HJURP;RRM2;CDCA8;UBE2C;KIF20A;TTK;AURKB;TOP2A;ZWINT;CDC20;NDC80;ASPM;AURKA;HMMR;ESPL1;PLK1;CCNA2;HELLS;BUB1B;SPAG5;GINS1;LMNB1;TYMS;BUB1;CCNB2;MELK;KIF14;NCAPD2","14_C2_Curated"
"GNF2_CCNA2",2.31602623641138e-21,5.43339755062111e-18,1.19534448258848,-0.810100775153789,-2.96558690539416,67,"HJURP;DLGAP5;RRM2;KIF18B;CDCA8;UBE2C;KIF20A;TTK;MKI67;AURKB;BIRC5;TOP2A;SHCBP1;ZWINT;CDC20;NDC80;ASPM;RAD51AP1;TPX2;AURKA;CDK1;FOXM1;HMMR;ESPL1;NCAPG;E2F8;PLK1;CCNA2;NUSAP1;BUB1B;PCLAF;CDCA3;TYMS;CENPA;CKS1B;GINS2;CENPE;CKS2;HMGB2;TMPO;CCNB2;MELK;FEN1;KIF14;NCAPD2;MCM6;PRC1;CENPF;RACGAP1;ASF1B;H2AX;FANCI","14_C2_Curated"
"GNF2_CCNB2",3.4106067128291e-19,1.84645000345317e-16,1.13308993200902,-0.820956125619342,-2.90718906247919,55,"DLGAP5;RRM2;KIF18B;CDCA8;UBE2C;KIF20A;TTK;BIRC5;TOP2A;SHCBP1;ZWINT;CDC20;NDC80;ASPM;TPX2;AURKA;CDK1;FOXM1;HMMR;ESPL1;CCNA2;NUSAP1;PTTG1;BUB1B;PLK4;SPAG5;CDCA3;TYMS;BUB1;CENPE;CKS2;HMGB2;CCNB2;MELK;PBK;FEN1;KIF2C;CKAP2;PRC1;CENPF","14_C2_Curated"
"GNF2_CDC2",3.84979199695982e-21,5.57752568768579e-18,1.18665095279281,-0.819111452056864,-2.95743926699538,61,"HJURP;DLGAP5;RRM2;KIF18B;CDCA8;UBE2C;KIF20A;TTK;MKI67;BIRC5;KIFC1;TOP2A;SHCBP1;MYBL2;ZWINT;CDC20;NDC80;ASPM;TPX2;AURKA;CDK1;FOXM1;HMMR;NCAPG;E2F8;CCNA2;KIF15;NUSAP1;PTTG1;PLK4;CDCA3;TYMS;GINS2;CENPE;CKS2;HMGB2;TMPO;CCNB2;MELK","14_C2_Curated"
"GNF2_CDC20",8.45377297382329e-21,8.49966488425262e-18,1.1778932614942,-0.836654672816396,-2.96278112554305,55,"DLGAP5;RRM2;KIF18B;CDCA8;UBE2C;KIF20A;TTK;MKI67;AURKB;BIRC5;TOP2A;SHCBP1;ZWINT;CDC20;NDC80;ASPM;TPX2;AURKA;CDK1;FOXM1;HMMR;ESPL1;PLK1;CCNA2;NUSAP1;PTTG1;BUB1B;PLK4;SPAG5;CDCA3;TYMS;BUB1;RAN;CKS1B;CENPE;CKS2;CCNB2;MELK","14_C2_Curated"
"GNF2_CDH11",2.67413765007997e-06,0.00010816425736358,0.627256739718528,-0.750042290557941,-2.23449941075262,25,"CDH11;PTX3;COL5A2;LOXL1;FBN1;LOXL2;FN1;COL1A2;COL5A1;FSTL1;RAI14;PXDN","14_C2_Curated"
"GNF2_CENPE",5.85213639637485e-17,1.52545688732171e-14,1.05746357275086,-0.855342206480013,-2.84435565056588,40,"DLGAP5;RRM2;KIF18B;CDCA8;UBE2C;MKI67;AURKB;BIRC5;SHCBP1;MYBL2;ZWINT;CDC20;NDC80;ASPM;AURKA;CDK1;FOXM1;HMMR;ESPL1;CCNA2;NUSAP1;CDCA3;TYMS;BUB1;CKS1B;CENPE;CKS2;TMPO;CCNB2","14_C2_Curated"
