ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
GO:0048667,cell morphogenesis involved in neuron differentiation,83/998,481/13083,0.17255717255717257,2.262089667901291,8.10442164197162,9.276638556455787e-13,4.635536286660957e-9,3.609100642595852e-9,RERE/MACF1/MFSD2A/NRDC/NOTCH2/PLXNA2/KIF5B/NRP1/ANK3/VCL/LRRC4C/FAT3/DRD2/FEZ1/PTPRO/PRICKLE1/DCLK1/SPART/MYCBP2/SLITRK6/SIPA1L1/UBE3A/IGF1R/CDH11/TANC2/SMAD4/RAB10/FEZ2/RTN4/CTNNA2/NR4A2/CHN1/ABI2/RAPH1/KLF7/CREB1/MAP2/FN1/DOCK10/BTBD3/FLRT3/TOP2B/TRAK1/WNT5A/EPHA3/ALCAM/GSK3B/TNIK/NLGN1/EPHB3/SLIT2/APBB2/EPHA5/PDLIM5/BMPR1B/UNC5C/PPP3CA/RAPGEF2/PALLD/CTNND2/SLC1A3/MAP1B/ARHGEF28/MEF2C/EDN1/LAMA2/UST/SYNE1/GLI3/AUTS2/SEMA3C/SEMA3A/IFRD1/PTPRZ1/KIF13B/MATN2/EXT1/VLDLR/PTPRD/NFIB/USP9X/NDP/FGF13,83
GO:0007507,heart development,79/998,487/13083,0.162217659137577,2.1265467279528254,7.280754390865377,8.107710916194668e-11,2.025711572411238e-7,1.5771631340134473e-7,DHRS3/CCN1/VCAM1/COL11A1/NOTCH2/RGS4/KCNK2/TGFB2/ODAD2/NRP1/BICC1/CDK1/BMPR1A/PARVA/DYNC2H1/PKP2/PRICKLE1/AKAP6/SAV1/HIF1A/SPRED1/FBN1/TPM1/SMAD3/IGF1R/CDH11/GJC1/NDUFV2/SMAD4/MBD2/ALPK2/RTN4/FHL2/IL1A/CALCRL/CREB1/FN1/FLRT3/CXADR/VGLL4/RARB/TGFBR2/WNT5A/FOXP1/IFT122/TFDP2/FGF12/SLIT2/RBPJ/PDLIM5/PITX2/ANK2/FGF2/SORBS2/DNAH5/ADAMTS6/MEF2C/APC/MATR3/NDST1/EDN1/POPDC3/TBC1D32/GJA1/CITED2/TAB2/SYNE1/HDAC9/GLI3/EGFR/SEMA3C/SRI/FZD1/DLC1/ZFPM2/EXT1/COL14A1/MIR204/MIR222,79
GO:0061564,axon development,70/998,416/13083,0.16826923076923078,2.205878102358563,7.18277404327003,1.9611047880959875e-10,3.2665468753718833e-7,2.54324326203606e-7,MACF1/NRDC/LRIG2/NOTCH2/NMNAT2/PLXNA2/KIF5B/NRP1/ANK3/VCL/LRRC4C/DRD2/FEZ1/PTPRO/PRICKLE1/DCLK1/SPART/MYCBP2/SLITRK6/SIPA1L1/IGF1R/CDH11/SMAD4/RAB10/FEZ2/RTN4/CTNNA2/NR4A2/CHN1/RAPH1/KLF7/CREB1/MAP2/FN1/FLRT3/TOP2B/TRAK1/WNT5A/EPHA3/ALCAM/GSK3B/EPHB3/SLIT2/APBB2/EPHA5/BMPR1B/UNC5C/PALLD/MAP1B/ARHGEF28/NREP/EDN1/CNR1/LAMA2/UST/GLI3/AUTS2/SEMA3C/SEMA3A/IFRD1/PTPRZ1/KIF13B/MATN2/EXT1/NFIB/TNC/USP9X/NDP/MIR222/FGF13,70
GO:0007409,axonogenesis,64/998,367/13083,0.17438692098092642,2.286076239672806,7.181307160476281,2.66463179371579e-10,3.32879126829945e-7,2.591705028835147e-7,MACF1/NRDC/NOTCH2/PLXNA2/KIF5B/NRP1/ANK3/VCL/LRRC4C/DRD2/FEZ1/PTPRO/PRICKLE1/DCLK1/SPART/MYCBP2/SLITRK6/SIPA1L1/IGF1R/CDH11/SMAD4/RAB10/FEZ2/RTN4/CTNNA2/NR4A2/CHN1/RAPH1/KLF7/CREB1/MAP2/FN1/FLRT3/TOP2B/TRAK1/WNT5A/EPHA3/ALCAM/GSK3B/EPHB3/SLIT2/APBB2/EPHA5/BMPR1B/UNC5C/PALLD/MAP1B/ARHGEF28/EDN1/LAMA2/UST/GLI3/AUTS2/SEMA3C/SEMA3A/IFRD1/PTPRZ1/KIF13B/MATN2/EXT1/NFIB/USP9X/NDP/FGF13,64
GO:0009611,response to wounding,70/998,436/13083,0.16055045871559634,2.104691033443033,6.741698557750798,1.6019030424086345e-9,1.6009419005831893e-6,1.2464491883668027e-6,MACF1/CCN1/LRIG2/NOTCH2/S100A10/DDR2/KCNK2/TGFB2/NRP1/CDK1/VCL/MYOF/CD44/AHNAK/DRD2/ST3GAL4/ANO6/TSPAN8/HTR2A/RASA3/HIF1A/THBS1/TPM1/SMAD3/ABHD2/IGF1R/GRIN2A/STAT3/ITGB3/PRKCE/IL1A/FAP/LNPK/ITGAV/TFPI/FN1/SERPINE2/FLRT3/WNT5A/DCBLD2/NFKBIZ/PHLDB2/PIK3CB/NMNAT3/PLSCR1/CLDN1/PPP3CA/FGF2/SLC7A11/SLC1A3/MAP1B/F2RL2/NREP/FGF1/EDN1/DST/IL6/CD36/CAV1/FUT10/MATN2/FZD6/EXT1/CCN4/KANK1/NFIB/GNAQ/TNC/NDP/MIR222,70
GO:0031589,cell-substrate adhesion,54/998,300/13083,0.18,2.3596593186372745,6.846259429628377,2.148475361051843e-9,1.7893218965293433e-6,1.3931166551662476e-6,MACF1/CCN1/VCAM1/S100A10/NRP1/VCL/SORBS1/PARVA/CD44/PTPRO/PKP2/CORO1C/ITGBL1/THBS1/SMAD3/ITGA11/CDH11/ITGB3/ACTN4/PRKCE/STON1/ANTXR1/LIMS1/ITGAV/FN1/RIN2/EPHA3/COL8A1/ABI3BP/PHLDB2/CCDC80/GSK3B/PIK3CB/EPHB3/BST1/LIMCH1/ADAMTS12/DAB2/PIK3R1/RASA1/PTPRK/UTRN/ITGB8/CD36/CDK6/SGCE/MKLN1/DLC1/DOCK5/PLEKHA2/ADAM9/ANGPT1/KANK1/ARHGAP6,54
GO:0035265,organ growth,33/998,140/13083,0.2357142857142857,3.0900300601202404,7.144602815167408,3.5237573187326645e-9,2.5154593316724466e-6,1.9584672255693124e-6,DDR2/RGS4/KCNK2/TGFB2/CDK1/BMPR1A/AKAP6/SAV1/UBE3A/VGLL4/RARB/TGFBR2/FOXP1/EVC/RBPJ/PDLIM5/FGF2/WWC2/SORBS2/PRLR/MEF2C/WWC1/EDN1/CITED2/ESR1/STC1/ZFPM2/EXT1/COL14A1/BNC2/MIR204/MIR222/AR,33
GO:0070252,actin-mediated cell contraction,22/998,72/13083,0.3055555555555556,4.0055945223780896,7.348865789091617,9.250065025300114e-9,4.875771812845526e-6,3.7961413943686346e-6,PDE4B/KCND3/NOS1AP/PARVA/PKP2/FRMD6/TPM1/GJC1/KCNJ2/ZEB2/KCNE4/FGF12/LIMCH1/ANK2/CAMK2D/PDE4D/GJA1/SRI/AKAP9/CAV1/STC1/FGF13,22
GO:0032970,regulation of actin filament-based process,56/998,330/13083,0.1696969696969697,2.2245946438331212,6.474737432558519,9.862785127929882e-9,4.875771812845526e-6,3.7961413943686346e-6,PDE4B/S100A10/RGS4/ABL2/NRP1/RDX/EPS8/PKP2/PRKD1/FRMD6/TMOD2/CGNL1/TPM1/SMAD3/COTL1/ITGB3/KCNJ2/SMAD4/CDC42EP3/PRKCE/SPTBN1/CCDC88A/TACR1/CTNNA2/IL1A/ZEB2/RND3/ABI2/EPHA3/PHLDB2/PFN2/BST1/SLIT2/LIMCH1/EPHA5/ANK2/CAMK2D/PTGER4/PDE4D/PIK3R1/RASA1/SYNPO/EDN1/ARHGAP18/SNX9/SRI/AKAP9/CAV1/MET/DLC1/STC1/KANK1/ARHGAP6/TMSB4X/AMOT/FGF13,56
GO:0030335,positive regulation of cell migration,69/998,446/13083,0.1547085201793722,2.0281077850768803,6.348382707998904,1.0144890002512492e-8,4.875771812845526e-6,3.7961413943686346e-6,CCN1/DDR2/ABL2/PTPRC/TGFB2/NRP1/CCAR1/RDX/ETS1/ANO6/KITLG/HMGB1/PRKD1/HIF1A/RHOJ/THBS1/SMAD3/IGF1R/CDH5/CCL2/STAT3/ITGB3/MAPRE2/ACTN4/RHOB/PRKCE/RTN4/TACR1/IL1A/ITGAV/FN1/RIN2/TGFBR2/WNT5A/FOXP1/PIK3CB/CLDN1/ANXA3/PPP3CA/FGF2/PDGFC/RAPGEF2/VEGFC/FAT1/DAB2/PLK2/PIK3R1/APC/FGF1/SH3RF2/SPARC/EDN1/RIPOR2/HDAC9/IL6/EGFR/SEMA3C/SEMA3A/CAV1/MET/EZH2/DOCK5/ELP3/ADAM9/ANGPT1/CCN4/TMSB4X/MIR222/AMOT,69
