"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0097191","extrinsic apoptotic signaling pathway","78/4157","229/18870",1.77520405288267e-05,0.000596924712138912,0.000461807790228001,"PARK7/IFI6/EYA3/NGF/IL6R/LMNA/PEA15/FASLG/PTPRC/ATF3/TGFB2/AGT/ZMYND11/NRP1/UNC5B/ITPRIP/TCF7L2/BAG3/FADD/YAP1/TNFRSF1A/BCL2L14/DDX47/COL2A1/KITLG/CRADD/IGF1/P2RX7/BMP4/LGALS3/THBS1/SMAD3/BCL2A1/CYLD/CX3CL1/WWOX/BCL2/NDUFA13/PPP2R1A/HTRA2/BCL2L11/IL1A/ACVR1/ITGA6/CFLAR/BCL2L1/EYA2/TIMP3/GSK3B/TNFSF10/FGFR3/BMPR1B/IL2/SH3RF1/TLR3/PIK3R1/CSF2/CTNNA1/DELE1/RIPK1/GCLC/BMP5/EYA4/INHBA/SERPINE1/CAV1/NOS3/SNAI2/RB1CC1/STK3/DEPTOR/DAPK1/TGFBR1/TRAF1/DAB2IP/MIR222/AR/AGTR2",78
"GO:0043523","regulation of neuron apoptotic process","69/4157","232/18870",0.00357488380597593,0.0325396311915813,0.0251741214090016,"PARK7/PINK1/NGF/ADCY10/FASLG/TGFB2/NRP1/DKK1/UNC5B/BDNF/CCND1/MTNR1B/BACE1/MIR125B1/KRAS/TMBIM4/HTR2A/SNX6/FOXB1/ST8SIA2/TOX3/CX3CL1/CCL2/ROCK1/BCL2/VPS54/STAMBP/HTRA2/BCL2L11/PRNP/BCL2L1/VSTM2L/KCNB1/CTNNB1/GBE1/PRKCI/PPARGC1A/KDR/SNCA/GRID2/NDNF/TRIM2/RETREG1/ITGA1/F2R/RASA1/MEF2C/PCDHGC3/PCDHGC4/NR3C1/FOXQ1/RIPK1/TFAP2B/GCLC/GRIK2/FOXO3/SOD2/PRKN/SEMA3E/FZD1/SRPK2/PTPRZ1/HIPK2/NEFL/PTK2B/OXR1/ANGPT1/NTRK2/ABL1",69
"GO:0016264","gap junction assembly","9/4157","18/18870",0.00830073524457308,0.0579212987553211,0.0448105203912315,"GJA5/AGT/IRX3/GJC1/HOPX/CTNNA1/GJA1/CAV1/CNTNAP2",9
"GO:0070059","intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress","14/4157","65/18870",0.586582147275688,0.795021318559713,0.61506422977974,"PARK7/CREB3L1/APAF1/TMEM238L/ERN1/BCL2/NCK2/BCL2L11/BCL2L1/PTPN1/NCK1/MAP3K5/PRKN/DAB2IP",14
"GO:2001236","regulation of extrinsic apoptotic signaling pathway","57/4157","158/18870",3.74381053441776e-05,0.00104843334121628,0.000811115161866135,"PARK7/IFI6/EYA3/LMNA/PEA15/PTPRC/ATF3/AGT/ZMYND11/NRP1/UNC5B/ITPRIP/TCF7L2/FADD/YAP1/BCL2L14/COL2A1/IGF1/BMP4/LGALS3/THBS1/CYLD/CX3CL1/WWOX/BCL2/PPP2R1A/HTRA2/IL1A/ACVR1/ITGA6/CFLAR/BCL2L1/EYA2/TIMP3/GSK3B/TNFSF10/BMPR1B/SH3RF1/CSF2/CTNNA1/RIPK1/GCLC/BMP5/EYA4/INHBA/SERPINE1/CAV1/NOS3/SNAI2/RB1CC1/STK3/DEPTOR/TGFBR1/TRAF1/MIR222/AR/AGTR2",57
"GO:2001237","negative regulation of extrinsic apoptotic signaling pathway","39/4157","99/18870",6.99161576310122e-05,0.00169439118935772,0.00131085719023975,"PARK7/IFI6/EYA3/LMNA/PEA15/ZMYND11/NRP1/UNC5B/ITPRIP/TCF7L2/YAP1/COL2A1/IGF1/BMP4/LGALS3/THBS1/CX3CL1/BCL2/IL1A/ACVR1/ITGA6/CFLAR/BCL2L1/EYA2/GSK3B/SH3RF1/CSF2/CTNNA1/RIPK1/GCLC/BMP5/EYA4/SERPINE1/NOS3/SNAI2/RB1CC1/TGFBR1/MIR222/AR",39
"GO:0051402","neuron apoptotic process","86/4157","278/18870",0.000324511941094443,0.00525642606898737,0.0040666074934606,"PARK7/PINK1/NGF/ADCY10/FASLG/TGFB2/NRP1/DKK1/UNC5B/BDNF/CCND1/FADD/MTNR1B/BACE1/MIR125B1/KRAS/TMBIM4/APAF1/CIT/HTR2A/RB1/TMTC4/SNX6/MAX/FOXB1/ST8SIA2/SIAH1/TOX3/CX3CL1/NLRP1/CCL2/ROCK1/BCL2/VPS54/STAMBP/HTRA2/BCL2L11/PRNP/BCL2L1/VSTM2L/KCNB1/APP/THRB/CTNNB1/GBE1/PRKCI/TP63/PPARGC1A/KDR/SNCA/GRID2/NDNF/TRIM2/RETREG1/ITGA1/F2R/RASA1/MEF2C/PCDHGC3/PCDHGC4/NR3C1/FOXQ1/RIPK1/TNFRSF21/TFAP2B/GCLC/GRIK2/FOXO3/MAP3K5/SOD2/PRKN/SEMA3E/FZD1/SRPK2/PTPRZ1/HIPK2/ZNF212/NEFL/PTK2B/OXR1/ANGPT1/KCNQ3/NTRK2/ABL1/NDP/AGTR2",86
"GO:0010506","regulation of autophagy","105/4157","355/18870",0.000492146467902739,0.00734837652667099,0.00568503440473331,"PARK7/VPS13D/PINK1/SNX7/ELAPOR1/DRAM2/IFI16/ADCY10/ABL2/RAB3GAP2/GPR137B/OPTN/PIP4K2A/CCNY/PSAP/BAG3/TRIM5/TRIM22/TPCN2/UVRAG/FEZ1/DRAM1/TPCN1/FOXO1/PRKD1/SCFD1/SNX6/BMF/NEDD4/CLEC16A/ERCC4/VPS35/ULK2/CRYBA1/STAT3/ATP6V0A1/GFAP/TLK2/ERN1/MTCL1/ROCK1/PIK3C3/RNF152/BCL2/STK11/DAPK3/TICAM1/PLEKHF1/CAPNS1/FEZ2/ATP6V1E2/HTRA2/DAPL1/RUFY4/ATG16L1/SH3BP4/SNX5/EP300/FYCO1/GSK3B/PIK3CB/USP13/UCHL1/KDR/SNCA/CISD2/PLK2/WDR41/ATG12/ADRB2/LARP1/TRIM38/EEF1A1/MAP3K7/ATG5/FOXO3/EPM2A/TAB2/PRKN/KIF25/FOXK1/NOD1/MET/EXOC4/RHEB/MTMR9/ATP6V1B2/LZTS1/BNIP3L/RB1CC1/ATP6V1H/RIPK2/MTDH/DEPTOR/IFNB1/DCAF12/DAPK1/SPTLC1/SNX30/ATP6V1G1/TRIM32/ABL1/DHRSX/TAB3/RRAGB",105
"GO:2001233","regulation of apoptotic signaling pathway","114/4157","398/18870",0.00106474965175915,0.0135100577375777,0.0104519879689477,"PARK7/ENO1/PINK1/KDM1A/IFI6/EYA3/LMNA/PEA15/ADCY10/PTPRC/ATF3/AGT/ZMYND11/NRP1/CXCL12/ASAH2/SGMS1/RTKN2/UNC5B/VDAC2/PPIF/ITPRIP/TCF7L2/BDNF/CD44/CREB3L1/RAD9A/FADD/CTSC/YAP1/BCL2L14/COL2A1/CRADD/APAF1/IGF1/RB1/BMP4/LGALS3/THBS1/SIAH1/CYLD/CX3CL1/WWOX/MNT/RPL26/ACAA2/BCL2/NANOS3/NDUFA13/PLEKHF1/PPP2R1A/SLC35F6/HTRA2/NCK2/BCL2L11/IL1A/ACVR1/MARCHF7/ITGA6/CFLAR/ACKR3/BCL2L1/EYA2/PTPN1/PTTG1IP/TIMP3/CTNNB1/WNT5A/GSK3B/NCK1/PIK3CB/TNFSF10/TP63/BMPR1B/SH3RF1/CSF2/CTNNA1/MAPK9/RIPK1/EEF1E1/GCLC/BMP5/FYN/TPD52L1/EYA4/SOD2/PRKN/GSDME/INHBA/FZD1/EPO/SERPINE1/FIS1/CAV1/WNT16/NOS3/SNAI2/RB1CC1/STK3/RRM2B/DEPTOR/MYC/IFNB1/HNRNPK/CTSL/CTSV/TGFBR1/TRIM32/TRAF1/DAB2IP/NACC2/MIR222/AR/AGTR2",114
"GO:0010508","positive regulation of autophagy","49/4157","150/18870",0.00166733012219222,0.019058522796791,0.014744529952963,"PARK7/VPS13D/PINK1/SNX7/ELAPOR1/RAB3GAP2/OPTN/PIP4K2A/CCNY/BAG3/TRIM5/TRIM22/UVRAG/TPCN1/FOXO1/PRKD1/ULK2/ROCK1/RNF152/STK11/TICAM1/PLEKHF1/RUFY4/ATG16L1/SH3BP4/FYCO1/GSK3B/PIK3CB/KDR/PLK2/ADRB2/LARP1/TRIM38/MAP3K7/FOXO3/EPM2A/PRKN/NOD1/BNIP3L/RB1CC1/RIPK2/MTDH/DEPTOR/IFNB1/DAPK1/SPTLC1/SNX30/TRIM32/DHRSX",49
