"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0000082","G1/S transition of mitotic cell cycle","72/4029","252/18870",0.0039242704586255,0.0293153262711181,0.0215099210106469,"ARID1A/GFI1/DDR2/CDC73/WAC/ITGB1/CUL2/CDK1/ECD/PTEN/CACUL1/WEE1/ATM/RDX/BCAT1/CTDSP2/CRADD/CDK17/LATS2/MIR15A/MYO16/CDKN3/DACT1/MNAT1/DPF3/BRD7/RBL2/CRLF3/CCL2/SLFN11/RPTOR/MIR133A1/RBBP8/ADAM17/CACNB4/ACVR1/CDK15/CUL3/PLCB1/ADAMTS1/UBE2E2/PBRM1/FAM107A/ACTL6A/DLG1/ANKRD17/PKD2/PPP3CA/PLK2/CCNH/APC/ID4/E2F3/CCND3/ARID1B/INHBA/EGFR/CDK14/CDK6/ZNF655/CUL1/EZH2/PRKDC/MTBP/MYC/SMARCA2/ANXA1/KLF4/NACC2/MIR222/TFDP3/FHL1",72
"GO:0044772","mitotic cell cycle phase transition","119/4029","470/18870",0.0207795754931692,0.0910899345501103,0.0668366191430809,"ARID1A/NFIA/GFI1/DDR2/NUF2/PBX1/CDC73/DTL/CENPF/WAC/ITGB1/CUL2/CCNY/CDK1/ECD/PTEN/CACUL1/PPP2R2D/WEE1/USP47/ATM/RDX/ZW10/EPS8/BCAT1/CTDSP2/CRADD/USP44/CDK17/CHFR/LATS2/CCNA1/MIR15A/MYO16/CDKN3/DACT1/MNAT1/KCNH5/RAD51B/DPF3/TMOD3/TICRR/BRD7/RBL2/TAOK1/CRLF3/CCL2/SLFN11/TEX14/RPTOR/NDC80/MIR133A1/RBBP8/ADAM17/BABAM2/CALM2/CLASP1/CACNB4/ACVR1/SPC25/MAP3K20/NABP1/HECW2/CDK15/CUL3/PLCB1/APP/ADAMTS1/UBE2E2/PBRM1/FAM107A/NEK11/ACTL6A/DLG1/PHOX2B/ANKRD17/PKD2/PPP3CA/FBXL7/PLK2/CCNH/APC/RAD50/CCNJL/SPDL1/ID4/E2F3/CCND3/TPD52L1/ARID1B/ANLN/INHBA/CDC14C/EGFR/ABCB1/CDK14/CDK6/ZNF655/CUL1/EZH2/PRKDC/PKIA/NBN/RRM2B/RAD21/MTBP/NSMCE2/MYC/SMARCA2/NFIB/SMC5/ANXA1/KLF4/NEK6/NACC2/MIR222/UBE2A/TFDP3/FHL1",119
"GO:0045786","negative regulation of cell cycle","94/4029","407/18870",0.208680877532449,0.414344998192964,0.304022820686396,"ZBTB17/NUF2/PTGS2/CDC73/DTL/CENPF/TP53BP2/GATA3/WAC/CDK1/PTEN/HHEX/WEE1/USP47/ATM/BTG4/ZW10/USP28/CTDSP2/MDM1/CRADD/USP44/CHFR/LATS2/BRCA2/MIR15A/MYO16/BMP4/DACT1/EIF2AK4/TICRR/BRD7/RBL2/TERF2/TOM1L2/TAOK1/CRLF3/CCL2/SLFN11/TOM1L1/TEX14/TRIM37/MIR21/BRIP1/THOC1/NDC80/MIR133A1/RBBP8/DOT1L/TGFB1/RHOB/BABAM2/ETAA1/CACNB4/ACVR1/SPC25/MAP3K20/NABP1/KAT2B/CTNNB1/FAM107A/NEK11/BCL6/DLG1/APBB2/CLOCK/PKD2/PLK2/APC/RAD50/SPDL1/PTPRK/HECA/RPS6KA2/KIF25/INHBA/CDK6/ZNF655/EZH2/TRIM35/PRKDC/MOS/NBN/RAD21/MTBP/DMRT1/MIR873/KLF4/PTPN3/ABL1/NACC2/RPA4/TFDP3/FHL1",94
"GO:0045787","positive regulation of cell cycle","77/4029","334/18870",0.240388316386912,0.453686568290278,0.332889429824625,"DDR2/PBX1/CDC73/DTL/TGFB2/SVIL/CCNY/CDK1/MRGPRX2/RDX/DRD2/LRP6/IGF1/CIT/BRCA2/RAD51B/DYNC1H1/NANOGP8/MEIS2/TMOD3/IGF1R/PRKCA/RPTOR/THOC1/NDC80/ADAM17/ROCK2/SMC6/MAPRE3/PRKCE/TGFA/CHMP3/IL1A/IL1B/PKP4/MAP3K20/CD28/CUL3/PLCB1/APP/ADAMTS1/PDGFB/RAD18/KAT2B/UBE2E2/WNT5A/PLSCR1/PHOX2B/ANKRD17/EPGN/BTC/PKD2/EGF/SLF1/CEP120/EDN1/CCND3/MAP3K7/CITED2/CDC14C/EGFR/SRPK2/EZH2/PIWIL2/UBXN2B/RRM2B/RAD21/MTBP/NSMCE2/DMRT1/SHB/SMC5/ANXA1/TRIM32/ABL1/DYNLT3/MIR222",77
"GO:0000086","G2/M transition of mitotic cell cycle","32/4029","140/18870",0.363154887078821,0.588657384152592,0.431923346796623,"PBX1/DTL/CENPF/CCNY/CDK1/WEE1/USP47/ATM/CHFR/KCNH5/RAD51B/TICRR/TAOK1/RBBP8/BABAM2/CALM2/NABP1/PLCB1/APP/PHOX2B/FBXL7/RAD50/TPD52L1/ABCB1/CDK14/CDK6/PKIA/NBN/RRM2B/RAD21/UBE2A/FHL1",32
"GO:0006270","DNA replication initiation","7/4029","37/18870",0.70336108889127,0.86087473064995,0.631660970957228,"NOC3L/TICRR/PRIM2/ORC5/NBN/POLA1/RPA4",7
"GO:0048638","regulation of developmental growth","123/4029","328/18870",1.23429910805524e-11,4.16193582728995e-09,3.05379207000632e-09,"MACF1/MFSD2A/ZMPSTE24/LPAR3/CSF1/NGF/RGS4/ADCY10/KCNK2/HLX/DUSP10/NRP1/GJD4/CXCL12/CDK1/SGPL1/BMPR1A/PTEN/TLL2/ADRB1/SHTN1/BDNF/YAP1/DRD2/DIP2B/SYT1/DUSP6/SOCS2/IGF1/LATS2/ATP8A2/SPART/MYCBP2/AKAP6/SAV1/SYT17/FTO/CDH1/RAI1/HNF1B/STAT3/SPAG9/AFG3L2/GATA6/SYT4/SMAD7/NEDD4L/PTPRS/ITSN2/FOSL2/RTN4/BMP10/CXCR4/MBD5/MSTN/CREB1/MAP2/ERBB4/FN1/SLC23A2/PLCB1/MKKS/CDH4/APP/RUNX1/DSCAM/CAV3/VGLL4/WNT5A/FOXP1/GSK3B/PLS1/SERP1/PIK3CA/MAP3K13/RBPJ/HOPX/SPP1/FGF2/WWC2/SEMA5A/BASP1/NIPBL/MAP1B/MEF2C/EFNA5/SEMA6A/ADRB2/WWC1/STC2/EDN1/JARID2/RIMS1/CGA/POU3F2/CITED2/PRKN/AGR2/ZP3/SEMA3C/SEMA3E/SEMA3A/SEMA3D/SMURF1/NRCAM/IFRD1/PLXNA4/CHD7/STK3/ZFPM2/MIR873/SPAAR/MIR204/SEMA4D/MUSK/GPR21/ABL1/CDKL5/ARX/MIR222/AR/FGF13/MTM1",123
"GO:0007173","epidermal growth factor receptor signaling pathway","52/4029","107/18870",3.58967242157094e-10,7.3159839869307e-08,5.36805342770744e-08,"BCAR3/RNF115/FASLG/SLC30A10/PLCE1/PTPRJ/CBL/PRICKLE1/SPRY2/IQGAP1/CDH13/MIR21/SOX9/PTPN2/MIR133A1/TGFB1/CEACAM1/CBLC/SOS1/SOCS5/CCDC88A/EFEMP1/TGFA/NCK2/ERBB4/DGKD/KIF16B/SNX5/SRC/CBLB/PIK3CA/EPGN/AREG/BTC/EGF/GAB1/ITGA1/ERBIN/FER/HBEGF/FAM83B/AGR2/RALA/EGFR/HIP1/PTPN12/BRAF/PTK2B/PTK2/PTPN3/ABL1/REPS2",52
"GO:0060560","developmental growth involved in morphogenesis","91/4029","244/18870",7.65797284781753e-09,1.05180592288068e-06,7.7175543299287e-07,"MACF1/LPAR3/S1PR1/CSF1/NGF/ADCY10/KIF26B/ITGB1/NRP1/CXCL12/PRKG1/VCL/SHTN1/BDNF/YAP1/PRICKLE1/DIP2B/SYT1/DCLK1/SPART/SPRY2/NIN/BMP4/FMN1/EIF2AK4/IQGAP1/ST8SIA2/SYT17/CDH1/HNF1B/SPAG9/SOX9/SYT4/NEDD4L/PTPRS/ITSN2/RTN4/EPB41L5/CXCR4/RAPH1/NRP2/MAP2/FN1/SLC23A2/FLRT3/CDH4/APP/TIAM1/DSCAM/S100B/TGFBR2/CTNNB1/WNT5A/ALCAM/GSK3B/MAP3K13/SLIT2/AREG/SPP1/SPRY1/EDNRA/SEMA5A/MAP1B/EFNA5/SEMA6A/FGF1/CYFIP2/EDN1/RIMS1/ESR1/PRKN/AUTS2/MAGI2/SEMA3C/SEMA3E/SEMA3A/SEMA3D/SMURF1/NRCAM/IFRD1/PLXNA4/SHH/EXT1/SH3GL2/SEMA4D/TNC/LHX2/ABL1/CDKL5/USP9X/FGF13",91
"GO:0035265","organ growth","71/4029","177/18870",1.06998462600302e-08,1.25753840394735e-06,9.22710239913387e-07,"MATN1/ZMPSTE24/S1PR1/DDR2/RGS4/KCNK2/TGFB2/HLX/PRKG1/CDK1/BMPR1A/PTEN/TSKU/YAP1/MMP13/DUSP6/IGF1/LATS2/SPRY2/AKAP6/SAV1/UBE3A/FGF7/CYP19A1/MAP2K4/SOX9/GATA6/SMAD2/FOSL2/MEIS1/BMP10/ERBB4/RUNX1/CAV3/VGLL4/RARB/TGFBR2/FOXP1/SERP1/EVC/RBPJ/PDLIM5/FGF2/SMAD1/WWC2/SORBS2/BASP1/PRLR/MEF2C/WWC1/EDN1/JARID2/CGA/CITED2/GJE1/ESR1/SHH/STC1/PLAG1/STK3/ZFPM2/RSPO2/EXT1/BNC2/MIR873/MIR204/ABL1/NLGN4X/ARX/MIR222/AR",71
"GO:0016049","cell growth","157/4029","497/18870",4.56270408201718e-08,3.69579030643392e-06,2.71176096858349e-06,"ENO1/CLSTN1/MTOR/MACF1/MFSD2A/LPAR3/ST7L/NGF/ARHGEF11/RGS4/ADCY10/CDC73/TGFB2/GNG4/ITGB1/NRP1/CXCL12/PRKG1/VCL/NRG3/LGI1/PLCE1/SHTN1/USP47/TEAD1/BDNF/PRDM11/PTPRJ/YAP1/CRYAB/PRICKLE1/DIP2B/SYT1/SOCS2/IGF1/DCLK1/SPART/AKAP6/NIN/ESR2/EIF2AK4/ADAM10/SMAD3/MAP2K5/MINAR1/ST20/IQGAP1/ST8SIA2/SYT17/CDH1/MAP2K4/CRLF3/SPAG9/SOX9/RPTOR/SYT4/SMAD7/SMAD4/NEDD4L/PTPRS/URI1/TGFB1/CEACAM1/ADAM17/ITSN2/RTN4/MEIS1/BMP10/EPB41L5/CXCR4/FRZB/RAPH1/NRP2/MAP2/FN1/SERPINE2/SH3BP4/SLC23A2/FLRT3/CDH4/APP/N6AMT1/TIAM1/DSCAM/S100B/CAV3/VGLL4/TGFBR2/CTNNB1/WNT5A/FAM107A/FOXP1/DCBLD2/ALCAM/GSK3B/AGTR1/ZNF639/MAP3K13/BCL6/CD38/SLIT2/IGFBP7/SPP1/PDLIM5/CAMK2D/IL2/EDNRA/SORBS2/SEMA5A/DAB2/MAP1B/EFNA5/SEMA6A/IL9/SPOCK1/HBEGF/CYFIP2/SCGB3A1/EDN1/RIMS1/ROS1/GJA1/ENPP1/SGK1/PRKN/CEP43/INHBA/IGFBP3/EGFR/AUTS2/SEMA3C/SEMA3E/SEMA3A/SEMA3D/SMURF1/NRCAM/IFRD1/PLXNA4/MTPN/PTK2B/SDCBP/OSGIN2/EXT1/SMARCA2/SH3GL2/SEMA4D/TNC/TRIM32/LHX2/MAPKAP1/ABL1/CDKL5/RPS6KA3/USP9X/JADE3/FHL1/FGF13",157
"GO:0071559","response to transforming growth factor beta","101/4029","293/18870",1.25132612222576e-07,8.59334613067649e-06,6.30530920169595e-06,"JUN/DDR2/XCL1/DNM3OS/TGFB2/ARID4B/TET1/BMPR1A/ACTA2/HTRA1/DKK3/SOX6/PDGFD/STRAP/SOX5/LEMD3/APAF1/CHST11/LATS2/SPRY2/BRMS1L/FUT8/PALS1/LTBP2/SPRED1/THBS1/FBN1/SMAD6/SMAD3/IGF1R/CDH5/ZFHX3/WWOX/NLK/STAT3/MIR21/SMURF2/SOX9/LDLRAD4/ROCK1/SMAD2/SMAD7/SMAD4/TGFB1/ADAM17/ROCK2/LTBP1/SPRED2/LIMS1/EPB41L5/ZEB2/ACVR1/ITGB6/MSTN/FKBP1A/SRC/PMEPA1/EP300/CAV3/PPARG/TGFBR2/CLEC3B/WNT5A/IL17RD/NFKBIZ/ITGB5/VEPH1/CLDN1/PAK2/RASL11B/NPNT/SPRY1/SMAD1/SNX25/DAB2/MEF2C/NREP/FBN2/NR3C1/GCNT2/EDN1/MIR30A/CD109/MAP3K7/FYN/HDAC2/PTPRK/CITED2/ITGB8/COL1A2/SMURF1/CAV2/CAV1/HIPK2/ZNF703/ADAM9/SDCBP/PTK2/ABL1/USP9X/NDP",101
