"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0000082","G1/S transition of mitotic cell cycle","71/4157","252/18870",0.0124989310124758,0.0765397037585213,0.0592145554349289,"ARID1A/RCC1/GFI1/DDR2/CDC73/RHOU/ITGB1/CUL2/CACUL1/WEE1/CCND1/RDX/BCAT1/SMARCC2/CTDSP2/CRADD/CDK17/LATS2/RB1/MYO16/CDKN3/DACT1/MNAT1/DPF3/RPL26/CRLF3/CCL2/SLFN11/RBBP8/BCL2/BRD4/DPF1/CACNB4/ACVR1/CDK15/PLCB1/ADAMTS1/BACH1/PRMT2/GTSE1/CTDSPL/SMARCC1/PBRM1/FAM107A/ACTL6A/PKD2/PPP3CA/JADE1/PLK2/CCNH/ID4/E2F3/CCND3/ARID1B/INHBA/EGFR/DBF4/CDK14/CDK6/ZNF655/EZH2/PRKDC/MTBP/MYC/SMARCA2/ANXA1/KLF4/NACC2/MIR222/TFDP3/FHL1",71
"GO:0044772","mitotic cell cycle phase transition","123/4157","470/18870",0.0176605416531917,0.0978407887735194,0.0756940323273947,"ARID1A/RCC1/NFIA/GFI1/ENSA/DDR2/PBX1/TPR/CDC73/DTL/RHOU/ITGB1/CUL2/CCNY/CACUL1/BUB3/WEE1/CCND1/RDX/EPS8/BCAT1/SMARCC2/CTDSP2/CRADD/CDK17/CHFR/LATS2/RB1/MYO16/CDKN3/DACT1/MNAT1/KCNH5/RAD51B/DPF3/TMOD3/TICRR/KDM8/RPL26/TAOK1/CRLF3/CCL2/SLFN11/CDC27/TEX14/NDC80/PSMG2/RBBP8/BCL2/BRD4/DPF1/ERCC2/NOP53/MTA3/CALM2/CLASP1/CACNB4/ACVR1/SPC25/MAP3K20/NABP1/HECW2/CDK15/BARD1/PLCB1/APP/ADAMTS1/BACH1/PRMT2/GTSE1/CLASP2/CTDSPL/SMARCC1/PBRM1/FAM107A/NEK11/ACTL6A/TACC3/PHOX2B/CCNI/ABRAXAS1/PKD2/PPP3CA/JADE1/PLK2/CCNH/CDC23/CCNJL/ID4/E2F3/CCND3/TPD52L1/ARID1B/MAD1L1/INHBA/EGFR/DBF4/CDK14/CDK6/ZNF655/EZH2/PRKDC/NBN/RRM2B/MTBP/NSMCE2/MYC/SMARCA2/NFIB/MELK/PABIR1/SMC5/ANXA1/CKS2/KLF4/CDK5RAP2/NEK6/NACC2/MBTPS2/MIR222/UBE2A/TFDP3/FHL1",123
"GO:0000086","G2/M transition of mitotic cell cycle","34/4157","140/18870",0.288701395683541,0.527889580441669,0.408399109084668,"ENSA/PBX1/DTL/CCNY/WEE1/CCND1/CHFR/KCNH5/RAD51B/TICRR/KDM8/TAOK1/RBBP8/BRD4/NOP53/MTA3/CALM2/NABP1/BARD1/PLCB1/APP/BACH1/PHOX2B/ABRAXAS1/TPD52L1/CDK14/CDK6/NBN/RRM2B/MELK/PABIR1/MBTPS2/UBE2A/FHL1",34
"GO:0045787","positive regulation of cell cycle","74/4157","334/18870",0.499414572885707,0.725908105404414,0.561595141310543,"DDR2/PBX1/TPR/CDC73/DTL/TGFB2/SVIL/CCNY/SLF2/MRGPRX2/LRP5/CCND1/RDX/DRD2/LRP6/IGF1/TBX3/CIT/RB1/RAD51B/DYNC1H1/TMOD3/IGF1R/SH2B1/PAFAH1B1/THOC1/NDC80/INSR/BRD4/ROCK2/MAPRE3/MTA3/PRKCE/TGFA/BCL2L11/IL1A/PKP4/MAP3K20/CD28/PLCB1/APP/ADAMTS1/PDGFB/RAD18/WNT5A/HES1/PHOX2B/BTC/PKD2/EGF/PLK4/CDC23/EDN1/CCND3/MAP3K7/CITED2/MAD1L1/EGFR/DBF4/SRPK2/STRA8/EZH2/PIWIL2/RRM2B/MTBP/NSMCE2/DMRT1/SHB/SMC5/ANXA1/TRIM32/ABL1/DYNLT3/MIR222",74
"GO:0045786","negative regulation of cell cycle","84/4157","407/18870",0.770367651760696,0.926515322605265,0.716793902218525,"ZBTB17/TPR/CDC73/DTL/ANGEL2/ERCC6/HHEX/BUB3/STK33/IPO7/WEE1/RAD9A/CCND1/CTDSP2/CRADD/CRY1/CHFR/LATS2/RB1/IPO5/MYO16/BMP4/DACT1/EIF2AK4/TICRR/RPL26/TOM1L2/TAOK1/CRLF3/CCL2/SLFN11/TEX14/TRIM37/BRIP1/THOC1/NDC80/PSMG2/RBBP8/BCL2/DOT1L/NOP53/RHOB/ETAA1/HTRA2/CACNB4/ACVR1/SPC25/MAP3K20/NABP1/BARD1/PRMT2/GTSE1/CTDSPL/CTNNB1/FAM107A/NEK11/BCL6/APBB2/ABRAXAS1/PKD2/JADE1/PLK2/PTPRK/RPS6KA2/KIF25/MAD1L1/INHBA/CDK6/ZNF655/EZH2/PRKDC/NBN/MTBP/DMRT1/PABIR1/KLF4/PTPN3/CDK5RAP2/DAB2IP/ABL1/NACC2/MBTPS2/TFDP3/FHL1",84
"GO:0006270","DNA replication initiation","4/4157","37/18870",0.976036527054752,1,0.773644951929101,"TICRR/PRIM2/NBN/POLA1",4
"GO:0016049","cell growth","164/4157","497/18870",7.59186028179761e-09,1.13895980084778e-06,8.81150500376059e-07,"PRKCZ/ENO1/CLSTN1/MACF1/MFSD2A/LPAR3/ST7L/NGF/ADAM15/ARHGEF11/RGS4/ADCY10/CDC73/TGFB2/AGT/ITGB1/NRP1/CXCL12/PRKG1/VCL/NRG3/LGI1/PLCE1/TEAD1/BDNF/WT1/PRDM11/PTPRJ/YAP1/CRYAB/SOCS2/IGF1/MYL2/DCLK1/POSTN/RB1/ING1/AKAP6/EIF2AK4/SEMA6D/SMAD3/SEMA7A/MINAR1/ST20/SEMA4B/ST8SIA2/CDH1/WFDC1/PAFAH1B1/NTN1/ULK2/CRLF3/WNT3/SPAG9/SYT4/SMAD7/SMAD4/MEX3C/NEDD4L/BCL2/STK11/NDUFA13/CEACAM1/PPP2R1A/PUM2/ITSN2/RTN4/BMP10/EPB41L5/CXCR4/NRP2/MAP2/IGFBP5/SERPINE2/SH3BP4/SLC23A2/FLRT3/CDH4/APP/N6AMT1/TIAM1/DSCAM/S100B/PRMT2/VGLL4/TGFBR2/GOLGA4/CTNNB1/WNT5A/FAM107A/FOXP1/DCBLD2/TOMM70/ALCAM/GSK3B/ZNF639/MAP3K13/BCL6/SLIT2/IGFBP7/SPP1/CAMK2D/EXOSC9/IL2/JADE1/CDKN2AIP/SORBS2/SEMA5A/DAB2/MAP1B/EFNA5/SEMA6A/FSTL4/SPOCK1/HBEGF/CYFIP2/SLIT3/NRN1/EDN1/DDR1/PI16/RIMS1/ROS1/GJA1/SGK1/PRKN/CEP43/INHBA/IGFBP1/IGFBP3/EGFR/AUTS2/SEMA3C/SEMA3E/SEMA3A/SEMA3D/SMURF1/MUC12/NRCAM/IFRD1/PLXNA4/MTPN/PTK2B/OSGIN2/EXT1/SMARCA2/SH3GL2/PABIR1/SEMA4D/FBP1/NCBP1/TGFBR1/TNC/TRIM32/LHX2/MAPKAP1/EXOSC2/ABL1/RPS6KA3/USP9X/JADE3/AGTR2/FHL1/FGF13",164
"GO:0048638","regulation of developmental growth","116/4157","328/18870",1.82676248832767e-08,2.44902775296864e-06,1.89467795821846e-06,"MACF1/MFSD2A/LPAR3/CSF1/NGF/RGS4/ADCY10/KCNK2/HLX/DUSP10/NRP1/CXCL12/SGPL1/BMPR1A/TLL2/ADRB1/BDNF/WT1/YAP1/DRD2/DUSP6/SOCS2/IGF1/LATS2/ATP8A2/AKAP6/SEMA6D/SEMA7A/SEMA4B/FTO/CDH1/PAFAH1B1/NTN1/RAI1/ULK2/HNF1B/STAT3/WNT3/SPAG9/GATA6/SYT4/SMAD7/NEDD4L/BCL2/INSR/PUM2/ITSN2/FOSL2/RTN4/BMP10/HTRA2/BCL2L11/CXCR4/CREB1/MAP2/SLC23A2/PLCB1/CDH4/APP/RUNX1/DSCAM/VGLL4/GOLGA4/WNT5A/FOXP1/TOMM70/GSK3B/SERP1/MAP3K13/FGFR3/RBPJ/HOPX/SPP1/FGF2/WWC2/SEMA5A/NIPBL/MAP1B/MEF2C/EFNA5/SEMA6A/FSTL4/ADRB2/WWC1/EDN1/JARID2/PI16/PIM1/RIMS1/POU3F2/CITED2/PRKN/ZP3/SEMA3C/SEMA3E/SEMA3A/SEMA3D/SMURF1/NRCAM/IFRD1/PLXNA4/CHD7/STK3/ZFPM2/SPAAR/MIR204/SEMA4D/PTCH1/TGFBR1/GPR21/ABL1/WWC3/ARX/MIR222/AR/FGF13",116
"GO:0060560","developmental growth involved in morphogenesis","91/4157","244/18870",3.7107033669928e-08,4.04851648926833e-06,3.13211434472417e-06,"PRKCZ/MACF1/LPAR3/CSF1/NGF/ADCY10/KIF26B/ITGB1/NRP1/CXCL12/PRKG1/VCL/BDNF/YAP1/DCLK1/POSTN/BMP4/FMN1/EIF2AK4/SEMA6D/SEMA7A/SEMA4B/ST8SIA2/CDH1/PAFAH1B1/NTN1/ULK2/HNF1B/WNT3/SPAG9/SYT4/NEDD4L/STK11/PUM2/ITSN2/RTN4/EPB41L5/CXCR4/NRP2/MAP2/SLC23A2/FLRT3/CDH4/APP/TIAM1/DSCAM/S100B/TGFBR2/GOLGA4/CTNNB1/WNT5A/ALCAM/GSK3B/MAP3K13/SLIT2/AREG/SPP1/SPRY1/SEMA5A/MAP1B/EFNA5/SEMA6A/FSTL4/FGF1/CYFIP2/SLIT3/NRN1/EDN1/DDR1/RIMS1/ESR1/PRKN/AUTS2/MAGI2/SEMA3C/SEMA3E/SEMA3A/SEMA3D/SMURF1/NRCAM/IFRD1/PLXNA4/SHH/EXT1/SH3GL2/SEMA4D/TNC/LHX2/ABL1/USP9X/FGF13",91
"GO:0001558","regulation of cell growth","137/4157","417/18870",1.71249414385456e-07,1.51977825358135e-05,1.17576877393483e-05,"ENO1/CLSTN1/MACF1/MFSD2A/LPAR3/ST7L/NGF/ADAM15/ARHGEF11/RGS4/ADCY10/CDC73/TGFB2/AGT/NRP1/CXCL12/NRG3/LGI1/PLCE1/TEAD1/BDNF/WT1/PRDM11/PTPRJ/YAP1/CRYAB/SOCS2/IGF1/MYL2/RB1/ING1/AKAP6/SEMA6D/SMAD3/SEMA7A/MINAR1/ST20/SEMA4B/CDH1/WFDC1/PAFAH1B1/NTN1/ULK2/CRLF3/WNT3/SPAG9/SYT4/SMAD7/SMAD4/NEDD4L/BCL2/STK11/NDUFA13/CEACAM1/PPP2R1A/PUM2/ITSN2/RTN4/BMP10/CXCR4/MAP2/IGFBP5/SERPINE2/SH3BP4/SLC23A2/CDH4/N6AMT1/DSCAM/VGLL4/GOLGA4/WNT5A/FAM107A/FOXP1/DCBLD2/TOMM70/GSK3B/ZNF639/MAP3K13/BCL6/SLIT2/IGFBP7/SPP1/CAMK2D/EXOSC9/IL2/JADE1/CDKN2AIP/SEMA5A/DAB2/MAP1B/EFNA5/SEMA6A/FSTL4/SPOCK1/HBEGF/SLIT3/EDN1/DDR1/PI16/RIMS1/ROS1/GJA1/SGK1/PRKN/CEP43/INHBA/IGFBP1/IGFBP3/EGFR/SEMA3C/SEMA3E/SEMA3A/SEMA3D/SMURF1/MUC12/NRCAM/IFRD1/PLXNA4/MTPN/PTK2B/OSGIN2/SMARCA2/PABIR1/SEMA4D/FBP1/NCBP1/TGFBR1/TNC/TRIM32/MAPKAP1/EXOSC2/ABL1/RPS6KA3/JADE3/AGTR2/FHL1/FGF13",137
"GO:0048588","developmental cell growth","87/4157","239/18870",2.54964679710347e-07,2.09122350427807e-05,1.61786450744021e-05,"PRKCZ/MACF1/LPAR3/NGF/RGS4/ADCY10/ITGB1/NRP1/CXCL12/PRKG1/VCL/BDNF/IGF1/DCLK1/POSTN/AKAP6/EIF2AK4/SEMA6D/SEMA7A/SEMA4B/ST8SIA2/CDH1/PAFAH1B1/NTN1/ULK2/WNT3/SPAG9/SYT4/SMAD7/MEX3C/NEDD4L/STK11/PUM2/ITSN2/RTN4/CXCR4/NRP2/MAP2/SLC23A2/FLRT3/CDH4/APP/TIAM1/DSCAM/S100B/PRMT2/TGFBR2/GOLGA4/CTNNB1/WNT5A/FOXP1/TOMM70/ALCAM/GSK3B/MAP3K13/SLIT2/SPP1/SORBS2/SEMA5A/MAP1B/EFNA5/SEMA6A/FSTL4/CYFIP2/SLIT3/NRN1/EDN1/DDR1/PI16/RIMS1/PRKN/AUTS2/SEMA3C/SEMA3E/SEMA3A/SEMA3D/SMURF1/NRCAM/IFRD1/PLXNA4/EXT1/SH3GL2/SEMA4D/LHX2/ABL1/USP9X/FGF13",87
"GO:0090288","negative regulation of cellular response to growth factor stimulus","51/4157","127/18870",3.03721874668914e-06,0.000139689892867798,0.000108070380452688,"TMEM53/HJV/AGT/DKK1/MMRN2/HHEX/HTRA1/CREB3L1/CHRDL2/SORL1/MIR125B1/LEMD3/THBS1/FBN1/NEDD4/SMAD6/EPN2/SOST/SMURF2/SMAD7/XDH/CRIM1/LRP2/CFLAR/GPC1/SULF2/PTPN1/PPARG/WNT5A/PIK3CB/SLIT2/CXCL13/UBE2D3/FGF2/SPRY1/ADAMTS12/SEMA6A/SPRY4/BMPER/FZD1/SMURF1/HIPK2/SULF1/PRDM14/DAB2IP/NIBAN2/ABL1/CASK/CHRDL1/AGTR2/APLN",51
"GO:0045926","negative regulation of growth","85/4157","247/18870",4.85947727798167e-06,0.000211169422955604,0.000163370158071384,"ENO1/ST7L/ADAM15/RGS4/KCNK2/TGFB2/DUSP10/NRP1/TLL2/ADRB1/WT1/PRDM11/PTPRJ/CRYAB/SOCS2/MYL2/RB1/ING1/SEMA6D/SMAD3/SEMA7A/MINAR1/ST20/SEMA4B/MT2A/CDH1/WFDC1/NTN1/RAI1/ULK2/CRLF3/WNT3/SPAG9/SMAD4/BCL2/STK11/NDUFA13/PPP2R1A/RTN4/PNPT1/BMP10/MAP2/IGFBP5/SERPINE2/SH3BP4/VGLL4/WNT5A/FOXP1/DCBLD2/TOMM70/BCL6/FGFR3/SLIT2/SPP1/JADE1/WWC2/CDKN2AIP/SEMA5A/DAB2/SEMA6A/FSTL4/ADRB2/WWC1/SLIT3/JARID2/PI16/GJA1/CITED2/INHBA/SEMA3C/SEMA3E/SEMA3A/SEMA3D/IFRD1/OSGIN2/STK3/SMARCA2/SEMA4D/FBP1/PTCH1/WWC3/AGTR2/GPC3/FHL1/FGF13",85
