"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0010975","regulation of neuron projection development","114/2235","419/15151",0.272076372315036,1.84439781518797,7.29128911563045,1.5818315055905e-11,4.75799631989787e-08,3.84611898526772e-08,"ENSG00000162733/ENSG00000061337/ENSG00000153071/ENSG00000044524/ENSG00000124126/ENSG00000026025/ENSG00000165323/ENSG00000198947/ENSG00000118432/ENSG00000184304/ENSG00000078018/ENSG00000169760/ENSG00000115414/ENSG00000112902/ENSG00000156299/ENSG00000116132/ENSG00000131018/ENSG00000109099/ENSG00000099250/ENSG00000107984/ENSG00000091409/ENSG00000145868/ENSG00000145147/ENSG00000131711/ENSG00000169330/ENSG00000069869/ENSG00000115355/ENSG00000157240/ENSG00000111962/ENSG00000143322/ENSG00000154310/ENSG00000275342/ENSG00000197555/ENSG00000197892/ENSG00000173406/ENSG00000075213/ENSG00000171617/ENSG00000107104/ENSG00000183762/ENSG00000067141/ENSG00000182606/ENSG00000176697/ENSG00000138443/ENSG00000066032/ENSG00000221866/ENSG00000187164/ENSG00000175745/ENSG00000076356/ENSG00000169242/ENSG00000170921/ENSG00000004468/ENSG00000078699/ENSG00000129682/ENSG00000162676/ENSG00000144724/ENSG00000078618/ENSG00000113657/ENSG00000149269/ENSG00000115310/ENSG00000179242/ENSG00000106462/ENSG00000077264/ENSG00000008086/ENSG00000138411/ENSG00000004487/ENSG00000147852/ENSG00000138814/ENSG00000168038/ENSG00000163110/ENSG00000174953/ENSG00000114062/ENSG00000118785/ENSG00000133104/ENSG00000180370/ENSG00000120899/ENSG00000151490/ENSG00000171094/ENSG00000156642/ENSG00000125266/ENSG00000163536/ENSG00000198742/ENSG00000139116/ENSG00000140443/ENSG00000107263/ENSG00000137463/ENSG00000153707/ENSG00000160007/ENSG00000005810/ENSG00000198825/ENSG00000171517/ENSG00000006652/ENSG00000109756/ENSG00000277586/ENSG00000198799/ENSG00000114251/ENSG00000114166/ENSG00000197959/ENSG00000184349/ENSG00000257923/ENSG00000207725/ENSG00000157764/ENSG00000082701/ENSG00000148948/ENSG00000104435/ENSG00000168389/ENSG00000039068/ENSG00000047597/ENSG00000149557/ENSG00000158092/ENSG00000066248/ENSG00000185483/ENSG00000132932/ENSG00000128656/ENSG00000127603",114
"GO:0034329","cell junction assembly","120/2235","449/15151",0.267260579064588,1.81175169279981,7.26338769986805,1.64068838617168e-11,4.75799631989787e-08,3.84611898526772e-08,"ENSG00000137801/ENSG00000259207/ENSG00000061337/ENSG00000140937/ENSG00000064042/ENSG00000044524/ENSG00000105974/ENSG00000169760/ENSG00000115414/ENSG00000130396/ENSG00000126016/ENSG00000196083/ENSG00000107186/ENSG00000128536/ENSG00000152894/ENSG00000171476/ENSG00000099250/ENSG00000128052/ENSG00000107984/ENSG00000091409/ENSG00000131711/ENSG00000248905/ENSG00000027075/ENSG00000157240/ENSG00000095637/ENSG00000184564/ENSG00000177707/ENSG00000133083/ENSG00000076716/ENSG00000170558/ENSG00000145362/ENSG00000062038/ENSG00000174607/ENSG00000151914/ENSG00000186340/ENSG00000149295/ENSG00000176697/ENSG00000081189/ENSG00000138443/ENSG00000221866/ENSG00000140945/ENSG00000174469/ENSG00000113361/ENSG00000173114/ENSG00000144824/ENSG00000171943/ENSG00000076356/ENSG00000128512/ENSG00000166949/ENSG00000075711/ENSG00000129682/ENSG00000139211/ENSG00000012504/ENSG00000115310/ENSG00000179242/ENSG00000144283/ENSG00000134982/ENSG00000159640/ENSG00000243244/ENSG00000149177/ENSG00000139174/ENSG00000140557/ENSG00000128594/ENSG00000135905/ENSG00000187957/ENSG00000169756/ENSG00000147852/ENSG00000150625/ENSG00000124171/ENSG00000163110/ENSG00000150471/ENSG00000196369/ENSG00000107742/ENSG00000197747/ENSG00000162105/ENSG00000035403/ENSG00000137575/ENSG00000180370/ENSG00000062716/ENSG00000104219/ENSG00000168036/ENSG00000055163/ENSG00000182963/ENSG00000169398/ENSG00000120063/ENSG00000183779/ENSG00000120899/ENSG00000151490/ENSG00000156642/ENSG00000127314/ENSG00000107263/ENSG00000057294/ENSG00000178568/ENSG00000110880/ENSG00000153707/ENSG00000125848/ENSG00000005810/ENSG00000163629/ENSG00000109756/ENSG00000143398/ENSG00000101665/ENSG00000019549/ENSG00000114251/ENSG00000197959/ENSG00000184349/ENSG00000152661/ENSG00000115109/ENSG00000047648/ENSG00000150394/ENSG00000039068/ENSG00000171603/ENSG00000197122/ENSG00000053747/ENSG00000164741/ENSG00000171914/ENSG00000171217/ENSG00000124313/ENSG00000166086/ENSG00000127603/ENSG00000174482",120
"GO:0007264","small GTPase-mediated signal transduction","122/2235","466/15151",0.261802575107296,1.77475204270722,7.06642534111124,4.79600933415773e-11,9.27228471270495e-08,7.49523704362755e-08,"ENSG00000137962/ENSG00000124126/ENSG00000156011/ENSG00000126785/ENSG00000136205/ENSG00000049130/ENSG00000164692/ENSG00000170471/ENSG00000126016/ENSG00000111913/ENSG00000116133/ENSG00000138193/ENSG00000105976/ENSG00000133121/ENSG00000132669/ENSG00000156299/ENSG00000128849/ENSG00000101134/ENSG00000099250/ENSG00000105339/ENSG00000198959/ENSG00000072422/ENSG00000145147/ENSG00000091428/ENSG00000173611/ENSG00000145632/ENSG00000139132/ENSG00000115355/ENSG00000064309/ENSG00000128805/ENSG00000163171/ENSG00000143322/ENSG00000146376/ENSG00000275342/ENSG00000197555/ENSG00000173406/ENSG00000071205/ENSG00000141068/ENSG00000107104/ENSG00000138685/ENSG00000134259/ENSG00000115963/ENSG00000138443/ENSG00000107554/ENSG00000184371/ENSG00000275832/ENSG00000187164/ENSG00000134250/ENSG00000140945/ENSG00000137710/ENSG00000128512/ENSG00000145819/ENSG00000134516/ENSG00000214944/ENSG00000147459/ENSG00000160145/ENSG00000205726/ENSG00000074964/ENSG00000206052/ENSG00000115310/ENSG00000181104/ENSG00000165895/ENSG00000159314/ENSG00000135905/ENSG00000110395/ENSG00000133789/ENSG00000164251/ENSG00000152689/ENSG00000162595/ENSG00000137502/ENSG00000133818/ENSG00000137575/ENSG00000092969/ENSG00000031003/ENSG00000166974/ENSG00000120063/ENSG00000115904/ENSG00000051382/ENSG00000153310/ENSG00000127314/ENSG00000116191/ENSG00000105738/ENSG00000107263/ENSG00000006451/ENSG00000160007/ENSG00000158321/ENSG00000120278/ENSG00000036257/ENSG00000185989/ENSG00000151491/ENSG00000107863/ENSG00000109756/ENSG00000179331/ENSG00000134215/ENSG00000123595/ENSG00000107862/ENSG00000066777/ENSG00000106615/ENSG00000143772/ENSG00000158987/ENSG00000188419/ENSG00000136895/ENSG00000138592/ENSG00000143878/ENSG00000138448/ENSG00000047648/ENSG00000119326/ENSG00000107798/ENSG00000008256/ENSG00000158186/ENSG00000134909/ENSG00000198915/ENSG00000197122/ENSG00000203668/ENSG00000164741/ENSG00000066248/ENSG00000124313/ENSG00000117155/ENSG00000128656/ENSG00000196220/ENSG00000170776/ENSG00000198087",122
"GO:0032970","regulation of actin filament-based process","101/2235","366/15151",0.275956284153005,1.87069962469896,7.01421861373575,9.70258054173731e-11,1.40687417855191e-07,1.13724457191837e-07,"ENSG00000109265/ENSG00000118523/ENSG00000259207/ENSG00000064042/ENSG00000044524/ENSG00000105974/ENSG00000124126/ENSG00000145349/ENSG00000115353/ENSG00000184304/ENSG00000126016/ENSG00000112902/ENSG00000169554/ENSG00000105976/ENSG00000115306/ENSG00000171992/ENSG00000140416/ENSG00000128849/ENSG00000099250/ENSG00000145147/ENSG00000248905/ENSG00000115355/ENSG00000163171/ENSG00000143322/ENSG00000184588/ENSG00000127914/ENSG00000146376/ENSG00000145362/ENSG00000113448/ENSG00000159167/ENSG00000078401/ENSG00000107104/ENSG00000070087/ENSG00000115963/ENSG00000100345/ENSG00000138443/ENSG00000141376/ENSG00000066032/ENSG00000139926/ENSG00000145675/ENSG00000186575/ENSG00000144824/ENSG00000137710/ENSG00000130340/ENSG00000166949/ENSG00000075711/ENSG00000196405/ENSG00000129682/ENSG00000122966/ENSG00000074964/ENSG00000205542/ENSG00000149269/ENSG00000075142/ENSG00000077264/ENSG00000171522/ENSG00000133789/ENSG00000164251/ENSG00000107796/ENSG00000103187/ENSG00000170989/ENSG00000145715/ENSG00000150764/ENSG00000197747/ENSG00000006453/ENSG00000165410/ENSG00000180370/ENSG00000055163/ENSG00000105887/ENSG00000071051/ENSG00000123700/ENSG00000120899/ENSG00000128872/ENSG00000079691/ENSG00000145703/ENSG00000153310/ENSG00000006451/ENSG00000057294/ENSG00000160007/ENSG00000151491/ENSG00000117152/ENSG00000132854/ENSG00000066777/ENSG00000184349/ENSG00000157764/ENSG00000144339/ENSG00000109743/ENSG00000047648/ENSG00000171132/ENSG00000141646/ENSG00000158092/ENSG00000164741/ENSG00000066248/ENSG00000121879/ENSG00000162704/ENSG00000115008/ENSG00000166086/ENSG00000148700/ENSG00000176732/ENSG00000170776/ENSG00000198087/ENSG00000137478",101
"GO:0072001","renal system development","85/2235","303/15151",0.280528052805281,1.90169151143302,6.59517582271019,1.25465533968156e-09,1.45540019403061e-06,1.17647050167193e-06,"ENSG00000259207/ENSG00000150347/ENSG00000077092/ENSG00000166147/ENSG00000122870/ENSG00000136160/ENSG00000138193/ENSG00000118762/ENSG00000128567/ENSG00000099250/ENSG00000150893/ENSG00000151892/ENSG00000145147/ENSG00000248905/ENSG00000115415/ENSG00000139292/ENSG00000137573/ENSG00000125618/ENSG00000121691/ENSG00000145536/ENSG00000124766/ENSG00000078401/ENSG00000138685/ENSG00000117724/ENSG00000081189/ENSG00000185630/ENSG00000154188/ENSG00000134250/ENSG00000057657/ENSG00000101384/ENSG00000008196/ENSG00000141449/ENSG00000168743/ENSG00000166949/ENSG00000075711/ENSG00000153976/ENSG00000146350/ENSG00000176788/ENSG00000125398/ENSG00000159640/ENSG00000106462/ENSG00000139174/ENSG00000112246/ENSG00000107796/ENSG00000136997/ENSG00000138814/ENSG00000166224/ENSG00000182197/ENSG00000092969/ENSG00000168036/ENSG00000240583/ENSG00000151490/ENSG00000125266/ENSG00000204104/ENSG00000081052/ENSG00000170962/ENSG00000146021/ENSG00000048392/ENSG00000172785/ENSG00000018408/ENSG00000113578/ENSG00000275410/ENSG00000178568/ENSG00000164690/ENSG00000134245/ENSG00000120868/ENSG00000036257/ENSG00000103494/ENSG00000101665/ENSG00000137693/ENSG00000114251/ENSG00000157483/ENSG00000099139/ENSG00000049883/ENSG00000081181/ENSG00000141646/ENSG00000048342/ENSG00000084073/ENSG00000109906/ENSG00000147257/ENSG00000138792/ENSG00000198087/ENSG00000175387/ENSG00000030066/ENSG00000106571",85
"GO:0031589","cell-substrate adhesion","89/2235","325/15151",0.273846153846154,1.85639511271726,6.4920958739087,1.92445823613265e-09,1.66343201281886e-06,1.34463270146918e-06,"ENSG00000137801/ENSG00000118523/ENSG00000259207/ENSG00000154175/ENSG00000140937/ENSG00000197702/ENSG00000142871/ENSG00000105855/ENSG00000153071/ENSG00000064042/ENSG00000044524/ENSG00000124126/ENSG00000162692/ENSG00000105810/ENSG00000115414/ENSG00000144810/ENSG00000074527/ENSG00000152894/ENSG00000132669/ENSG00000091986/ENSG00000156299/ENSG00000099250/ENSG00000128052/ENSG00000091409/ENSG00000248905/ENSG00000169499/ENSG00000095637/ENSG00000130402/ENSG00000107104/ENSG00000184371/ENSG00000096968/ENSG00000154188/ENSG00000082781/ENSG00000026508/ENSG00000152818/ENSG00000140945/ENSG00000145675/ENSG00000186575/ENSG00000101384/ENSG00000144824/ENSG00000169242/ENSG00000168743/ENSG00000166949/ENSG00000147459/ENSG00000127990/ENSG00000168615/ENSG00000243244/ENSG00000149177/ENSG00000198542/ENSG00000169756/ENSG00000122861/ENSG00000091136/ENSG00000145715/ENSG00000151388/ENSG00000107742/ENSG00000197747/ENSG00000187244/ENSG00000035403/ENSG00000168036/ENSG00000169398/ENSG00000120899/ENSG00000151490/ENSG00000079691/ENSG00000051382/ENSG00000135218/ENSG00000057294/ENSG00000110880/ENSG00000106541/ENSG00000143398/ENSG00000128585/ENSG00000153208/ENSG00000184349/ENSG00000157764/ENSG00000082701/ENSG00000138448/ENSG00000115109/ENSG00000109743/ENSG00000145113/ENSG00000047648/ENSG00000169604/ENSG00000087303/ENSG00000171132/ENSG00000197122/ENSG00000106366/ENSG00000164741/ENSG00000141293/ENSG00000166086/ENSG00000127603/ENSG00000137809",89
"GO:0001822","kidney development","83/2235","296/15151",0.280405405405405,1.9008600882762,6.51100360480721,2.00759036029862e-09,1.66343201281886e-06,1.34463270146918e-06,"ENSG00000259207/ENSG00000150347/ENSG00000077092/ENSG00000166147/ENSG00000122870/ENSG00000136160/ENSG00000138193/ENSG00000118762/ENSG00000128567/ENSG00000099250/ENSG00000150893/ENSG00000151892/ENSG00000145147/ENSG00000248905/ENSG00000115415/ENSG00000137573/ENSG00000125618/ENSG00000121691/ENSG00000145536/ENSG00000124766/ENSG00000078401/ENSG00000138685/ENSG00000117724/ENSG00000081189/ENSG00000185630/ENSG00000154188/ENSG00000134250/ENSG00000057657/ENSG00000101384/ENSG00000008196/ENSG00000141449/ENSG00000168743/ENSG00000166949/ENSG00000075711/ENSG00000153976/ENSG00000146350/ENSG00000176788/ENSG00000125398/ENSG00000159640/ENSG00000106462/ENSG00000112246/ENSG00000107796/ENSG00000136997/ENSG00000138814/ENSG00000166224/ENSG00000182197/ENSG00000092969/ENSG00000168036/ENSG00000240583/ENSG00000151490/ENSG00000125266/ENSG00000204104/ENSG00000081052/ENSG00000170962/ENSG00000146021/ENSG00000048392/ENSG00000172785/ENSG00000018408/ENSG00000113578/ENSG00000275410/ENSG00000178568/ENSG00000164690/ENSG00000134245/ENSG00000120868/ENSG00000036257/ENSG00000103494/ENSG00000101665/ENSG00000137693/ENSG00000114251/ENSG00000157483/ENSG00000099139/ENSG00000049883/ENSG00000081181/ENSG00000141646/ENSG00000048342/ENSG00000084073/ENSG00000109906/ENSG00000147257/ENSG00000138792/ENSG00000198087/ENSG00000175387/ENSG00000030066/ENSG00000106571",83
"GO:0061564","axon development","117/2235","470/15151",0.248936170212766,1.68753105811795,6.29860673344687,3.16565030673352e-09,2.2950964723818e-06,1.85523769291988e-06,"ENSG00000140937/ENSG00000044524/ENSG00000075223/ENSG00000182168/ENSG00000147862/ENSG00000106278/ENSG00000118432/ENSG00000092421/ENSG00000078018/ENSG00000115414/ENSG00000138696/ENSG00000112902/ENSG00000074527/ENSG00000156299/ENSG00000099250/ENSG00000145147/ENSG00000131711/ENSG00000124479/ENSG00000184564/ENSG00000111962/ENSG00000118263/ENSG00000133083/ENSG00000129116/ENSG00000173166/ENSG00000197555/ENSG00000197892/ENSG00000173406/ENSG00000075213/ENSG00000078401/ENSG00000149295/ENSG00000183762/ENSG00000067141/ENSG00000182606/ENSG00000176697/ENSG00000096968/ENSG00000132561/ENSG00000138347/ENSG00000066032/ENSG00000157064/ENSG00000221866/ENSG00000187164/ENSG00000134250/ENSG00000076356/ENSG00000169242/ENSG00000041982/ENSG00000214944/ENSG00000196405/ENSG00000129682/ENSG00000160145/ENSG00000078618/ENSG00000171055/ENSG00000149269/ENSG00000115310/ENSG00000179242/ENSG00000163697/ENSG00000149177/ENSG00000077264/ENSG00000139174/ENSG00000151150/ENSG00000008086/ENSG00000163531/ENSG00000124171/ENSG00000118785/ENSG00000133104/ENSG00000182197/ENSG00000035403/ENSG00000180370/ENSG00000156687/ENSG00000077097/ENSG00000196569/ENSG00000134986/ENSG00000055163/ENSG00000169398/ENSG00000115904/ENSG00000168280/ENSG00000151490/ENSG00000125266/ENSG00000118257/ENSG00000170017/ENSG00000198742/ENSG00000178403/ENSG00000084733/ENSG00000087245/ENSG00000139116/ENSG00000140443/ENSG00000137463/ENSG00000164690/ENSG00000125848/ENSG00000160007/ENSG00000158321/ENSG00000005810/ENSG00000198825/ENSG00000171517/ENSG00000006652/ENSG00000004848/ENSG00000006468/ENSG00000277586/ENSG00000198799/ENSG00000114251/ENSG00000184349/ENSG00000153234/ENSG00000207725/ENSG00000157764/ENSG00000082701/ENSG00000148948/ENSG00000118260/ENSG00000141385/ENSG00000039068/ENSG00000047597/ENSG00000149557/ENSG00000141646/ENSG00000170759/ENSG00000132932/ENSG00000128656/ENSG00000127603/ENSG00000198087/ENSG00000106571",117
"GO:0051056","regulation of small GTPase mediated signal transduction","80/2235","285/15151",0.280701754385965,1.90286902939676,6.40075469836594,3.72043038522366e-09,2.38955137800841e-06,1.93159017017232e-06,"ENSG00000137962/ENSG00000124126/ENSG00000156011/ENSG00000136205/ENSG00000049130/ENSG00000170471/ENSG00000126016/ENSG00000111913/ENSG00000105976/ENSG00000133121/ENSG00000156299/ENSG00000128849/ENSG00000099250/ENSG00000105339/ENSG00000198959/ENSG00000145147/ENSG00000173611/ENSG00000139132/ENSG00000064309/ENSG00000128805/ENSG00000143322/ENSG00000146376/ENSG00000275342/ENSG00000197555/ENSG00000071205/ENSG00000107104/ENSG00000134259/ENSG00000107554/ENSG00000184371/ENSG00000275832/ENSG00000134250/ENSG00000137710/ENSG00000145819/ENSG00000134516/ENSG00000214944/ENSG00000160145/ENSG00000205726/ENSG00000074964/ENSG00000115310/ENSG00000181104/ENSG00000165895/ENSG00000159314/ENSG00000135905/ENSG00000110395/ENSG00000133789/ENSG00000164251/ENSG00000092969/ENSG00000031003/ENSG00000166974/ENSG00000120063/ENSG00000115904/ENSG00000051382/ENSG00000153310/ENSG00000105738/ENSG00000160007/ENSG00000158321/ENSG00000120278/ENSG00000036257/ENSG00000185989/ENSG00000151491/ENSG00000107863/ENSG00000134215/ENSG00000107862/ENSG00000066777/ENSG00000143772/ENSG00000136895/ENSG00000138448/ENSG00000047648/ENSG00000008256/ENSG00000134909/ENSG00000198915/ENSG00000197122/ENSG00000164741/ENSG00000066248/ENSG00000124313/ENSG00000117155/ENSG00000128656/ENSG00000196220/ENSG00000170776/ENSG00000198087",80
"GO:0050807","regulation of synapse organization","78/2235","276/15151",0.282608695652174,1.91579612878125,6.38713240524497,4.17610299849259e-09,2.38955137800841e-06,1.93159017017232e-06,"ENSG00000061337/ENSG00000152583/ENSG00000169760/ENSG00000151012/ENSG00000126016/ENSG00000196083/ENSG00000156299/ENSG00000112186/ENSG00000107984/ENSG00000131711/ENSG00000069869/ENSG00000157240/ENSG00000128805/ENSG00000140285/ENSG00000184564/ENSG00000177707/ENSG00000133083/ENSG00000076716/ENSG00000197555/ENSG00000170558/ENSG00000173406/ENSG00000186340/ENSG00000149295/ENSG00000273079/ENSG00000176697/ENSG00000081189/ENSG00000138443/ENSG00000066032/ENSG00000169933/ENSG00000173114/ENSG00000171943/ENSG00000128512/ENSG00000169242/ENSG00000170921/ENSG00000139211/ENSG00000115310/ENSG00000077264/ENSG00000139174/ENSG00000140557/ENSG00000008086/ENSG00000135905/ENSG00000137845/ENSG00000147852/ENSG00000150625/ENSG00000163110/ENSG00000174953/ENSG00000196369/ENSG00000157985/ENSG00000114062/ENSG00000162105/ENSG00000168036/ENSG00000055163/ENSG00000120063/ENSG00000120899/ENSG00000151490/ENSG00000118257/ENSG00000138758/ENSG00000153707/ENSG00000125848/ENSG00000005810/ENSG00000163629/ENSG00000115183/ENSG00000113140/ENSG00000277586/ENSG00000114251/ENSG00000197959/ENSG00000184349/ENSG00000157445/ENSG00000143878/ENSG00000153317/ENSG00000150394/ENSG00000171603/ENSG00000101040/ENSG00000170759/ENSG00000066248/ENSG00000136379/ENSG00000124313/ENSG00000174482",78
