"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","pathway_category","target_group"
"GO:0006935","chemotaxis","114/2928","356/15151",0.320224719101124,1.65700980843618,6.1396316201886,5.70537057731222e-09,1.16428907160461e-06,9.25284781830525e-07,"ENSG00000137801/ENSG00000259207/ENSG00000197702/ENSG00000142871/ENSG00000075223/ENSG00000124126/ENSG00000182168/ENSG00000162692/ENSG00000092421/ENSG00000184304/ENSG00000126016/ENSG00000107562/ENSG00000111913/ENSG00000112902/ENSG00000105976/ENSG00000156299/ENSG00000177119/ENSG00000185070/ENSG00000142627/ENSG00000099250/ENSG00000128052/ENSG00000183087/ENSG00000136244/ENSG00000145147/ENSG00000150630/ENSG00000140285/ENSG00000140538/ENSG00000108861/ENSG00000135046/ENSG00000184588/ENSG00000170293/ENSG00000143669/ENSG00000160712/ENSG00000075213/ENSG00000078401/ENSG00000171951/ENSG00000138685/ENSG00000108691/ENSG00000108379/ENSG00000082684/ENSG00000184371/ENSG00000154188/ENSG00000164171/ENSG00000171608/ENSG00000221866/ENSG00000185033/ENSG00000184347/ENSG00000113083/ENSG00000006210/ENSG00000140945/ENSG00000128512/ENSG00000134516/ENSG00000166949/ENSG00000139144/ENSG00000172939/ENSG00000133067/ENSG00000205542/ENSG00000150455/ENSG00000149177/ENSG00000113721/ENSG00000137845/ENSG00000133789/ENSG00000164251/ENSG00000122861/ENSG00000137285/ENSG00000156234/ENSG00000111199/ENSG00000167680/ENSG00000064651/ENSG00000178209/ENSG00000020181/ENSG00000092969/ENSG00000169398/ENSG00000120899/ENSG00000151490/ENSG00000153551/ENSG00000197405/ENSG00000051382/ENSG00000213654/ENSG00000118257/ENSG00000154928/ENSG00000170962/ENSG00000153310/ENSG00000100604/ENSG00000138135/ENSG00000094631/ENSG00000091879/ENSG00000006451/ENSG00000168811/ENSG00000113578/ENSG00000125848/ENSG00000184381/ENSG00000135124/ENSG00000060237/ENSG00000134215/ENSG00000143398/ENSG00000107862/ENSG00000128340/ENSG00000114251/ENSG00000035664/ENSG00000184349/ENSG00000182578/ENSG00000102755/ENSG00000138448/ENSG00000109743/ENSG00000109458/ENSG00000197635/ENSG00000145824/ENSG00000189403/ENSG00000106366/ENSG00000137872/ENSG00000166086/ENSG00000169429/ENSG00000110934",114,"migration","TEAD1-only"
"GO:0001667","ameboidal-type cell migration","79/2928","223/15151",0.354260089686099,1.83312657747066,6.13430766463399,9.9161655286236e-09,1.82881172658542e-06,1.4533947803105e-06,"ENSG00000137801/ENSG00000114019/ENSG00000162733/ENSG00000259207/ENSG00000132470/ENSG00000075223/ENSG00000150347/ENSG00000115353/ENSG00000092421/ENSG00000049130/ENSG00000115414/ENSG00000171444/ENSG00000150760/ENSG00000126016/ENSG00000112902/ENSG00000169554/ENSG00000105137/ENSG00000143507/ENSG00000011426/ENSG00000099250/ENSG00000163513/ENSG00000124145/ENSG00000140285/ENSG00000005884/ENSG00000170558/ENSG00000075213/ENSG00000078401/ENSG00000107104/ENSG00000070087/ENSG00000138685/ENSG00000082684/ENSG00000164171/ENSG00000115170/ENSG00000185033/ENSG00000164093/ENSG00000147459/ENSG00000185950/ENSG00000196405/ENSG00000144724/ENSG00000168615/ENSG00000266028/ENSG00000115310/ENSG00000166224/ENSG00000167680/ENSG00000153233/ENSG00000178209/ENSG00000107372/ENSG00000092969/ENSG00000166974/ENSG00000162337/ENSG00000169398/ENSG00000120063/ENSG00000168505/ENSG00000112033/ENSG00000122694/ENSG00000103811/ENSG00000118257/ENSG00000158195/ENSG00000094631/ENSG00000178568/ENSG00000110880/ENSG00000164690/ENSG00000007168/ENSG00000092871/ENSG00000143398/ENSG00000114251/ENSG00000207725/ENSG00000124782/ENSG00000152661/ENSG00000115109/ENSG00000171132/ENSG00000141646/ENSG00000123908/ENSG00000137872/ENSG00000095203/ENSG00000136848/ENSG00000127603/ENSG00000147257/ENSG00000148204",79,"migration","TEAD1-only"
"GO:0033002","muscle cell proliferation","73/2928","204/15151",0.357843137254902,1.85166713543341,5.99391944510084,2.20973264610585e-08,3.35312764093703e-06,2.66480039481807e-06,"ENSG00000115461/ENSG00000137801/ENSG00000162733/ENSG00000259207/ENSG00000173334/ENSG00000115353/ENSG00000171631/ENSG00000146674/ENSG00000140416/ENSG00000080986/ENSG00000197442/ENSG00000146648/ENSG00000136244/ENSG00000150782/ENSG00000164442/ENSG00000170312/ENSG00000170345/ENSG00000160712/ENSG00000078401/ENSG00000138685/ENSG00000151748/ENSG00000081189/ENSG00000114861/ENSG00000096968/ENSG00000154188/ENSG00000164171/ENSG00000164867/ENSG00000003402/ENSG00000006210/ENSG00000140945/ENSG00000082482/ENSG00000149256/ENSG00000198001/ENSG00000166478/ENSG00000106809/ENSG00000169946/ENSG00000148737/ENSG00000049540/ENSG00000113721/ENSG00000178607/ENSG00000171388/ENSG00000079246/ENSG00000144560/ENSG00000092969/ENSG00000120063/ENSG00000112033/ENSG00000157933/ENSG00000154928/ENSG00000170962/ENSG00000106799/ENSG00000140443/ENSG00000136869/ENSG00000168214/ENSG00000168811/ENSG00000114030/ENSG00000178568/ENSG00000164690/ENSG00000177045/ENSG00000116604/ENSG00000181744/ENSG00000137693/ENSG00000145794/ENSG00000104415/ENSG00000064989/ENSG00000207725/ENSG00000152661/ENSG00000185532/ENSG00000105971/ENSG00000177606/ENSG00000107779/ENSG00000207935/ENSG00000008083/ENSG00000115252",73,"proliferation","TEAD1-only"
"GO:0043542","endothelial cell migration","76/2928","221/15151",0.343891402714932,1.77947358010039,5.7130836013359,7.875373395913e-08,8.96278072250253e-06,7.12290856942091e-06,"ENSG00000137801/ENSG00000259207/ENSG00000126785/ENSG00000184304/ENSG00000048052/ENSG00000134954/ENSG00000126016/ENSG00000079385/ENSG00000112902/ENSG00000169554/ENSG00000105976/ENSG00000133121/ENSG00000132669/ENSG00000134013/ENSG00000137764/ENSG00000142627/ENSG00000099250/ENSG00000128052/ENSG00000163430/ENSG00000145147/ENSG00000150630/ENSG00000213853/ENSG00000168874/ENSG00000145632/ENSG00000166068/ENSG00000135046/ENSG00000165757/ENSG00000159167/ENSG00000078401/ENSG00000171951/ENSG00000138685/ENSG00000081189/ENSG00000100345/ENSG00000114861/ENSG00000154188/ENSG00000164867/ENSG00000171608/ENSG00000141376/ENSG00000138772/ENSG00000140945/ENSG00000102359/ENSG00000078098/ENSG00000196754/ENSG00000205542/ENSG00000061273/ENSG00000034152/ENSG00000116977/ENSG00000156234/ENSG00000179776/ENSG00000089159/ENSG00000100065/ENSG00000020181/ENSG00000125968/ENSG00000132386/ENSG00000169398/ENSG00000120899/ENSG00000051382/ENSG00000118257/ENSG00000183287/ENSG00000106799/ENSG00000091879/ENSG00000113578/ENSG00000253008/ENSG00000135124/ENSG00000113140/ENSG00000019549/ENSG00000114251/ENSG00000185591/ENSG00000091583/ENSG00000143878/ENSG00000109458/ENSG00000197635/ENSG00000189403/ENSG00000183943/ENSG00000207935/ENSG00000136848",76,"migration","TEAD1-only"
"GO:0001764","neuron migration","60/2928","163/15151",0.368098159509202,1.90473197224178,5.68387927264751,1.23842947217383e-07,1.28579396777627e-05,1.02184725423318e-05,"ENSG00000182168/ENSG00000112139/ENSG00000165323/ENSG00000092421/ENSG00000107562/ENSG00000134369/ENSG00000185070/ENSG00000099250/ENSG00000167601/ENSG00000183087/ENSG00000131711/ENSG00000168209/ENSG00000152580/ENSG00000133083/ENSG00000196576/ENSG00000005884/ENSG00000173406/ENSG00000075213/ENSG00000149295/ENSG00000081189/ENSG00000138443/ENSG00000132561/ENSG00000066032/ENSG00000187164/ENSG00000006210/ENSG00000173376/ENSG00000171943/ENSG00000149571/ENSG00000129682/ENSG00000144647/ENSG00000075275/ENSG00000266028/ENSG00000163697/ENSG00000008086/ENSG00000124486/ENSG00000187957/ENSG00000137285/ENSG00000150625/ENSG00000168038/ENSG00000150471/ENSG00000072864/ENSG00000168610/ENSG00000118257/ENSG00000070808/ENSG00000136754/ENSG00000180357/ENSG00000178568/ENSG00000134014/ENSG00000158321/ENSG00000143126/ENSG00000007168/ENSG00000004848/ENSG00000109756/ENSG00000147650/ENSG00000114125/ENSG00000108953/ENSG00000152661/ENSG00000185532/ENSG00000108175/ENSG00000136848",60,"migration","TEAD1-only"
"GO:0050921","positive regulation of chemotaxis","48/2928","121/15151",0.396694214876033,2.05270288578783,5.69012693962019,1.66697149113938e-07,1.67205716687506e-05,1.32881866590736e-05,"ENSG00000137801/ENSG00000184304/ENSG00000107562/ENSG00000111913/ENSG00000112902/ENSG00000105976/ENSG00000156299/ENSG00000177119/ENSG00000099250/ENSG00000128052/ENSG00000183087/ENSG00000136244/ENSG00000145147/ENSG00000150630/ENSG00000140538/ENSG00000160712/ENSG00000078401/ENSG00000171951/ENSG00000138685/ENSG00000184371/ENSG00000164171/ENSG00000140945/ENSG00000166949/ENSG00000172939/ENSG00000205542/ENSG00000150455/ENSG00000149177/ENSG00000113721/ENSG00000137845/ENSG00000133789/ENSG00000164251/ENSG00000156234/ENSG00000111199/ENSG00000169398/ENSG00000120899/ENSG00000197405/ENSG00000213654/ENSG00000170962/ENSG00000168811/ENSG00000135124/ENSG00000060237/ENSG00000128340/ENSG00000114251/ENSG00000035664/ENSG00000182578/ENSG00000189403/ENSG00000106366/ENSG00000169429",48,"migration","TEAD1-only"
"GO:0035265","organ growth","58/2928","159/15151",0.364779874213836,1.88756143245008,5.50643027715387,2.85123160831185e-07,2.54995525617934e-05,2.02650256747644e-05,"ENSG00000162733/ENSG00000077092/ENSG00000150457/ENSG00000151718/ENSG00000075426/ENSG00000187955/ENSG00000173068/ENSG00000163513/ENSG00000169083/ENSG00000164442/ENSG00000170312/ENSG00000140285/ENSG00000164530/ENSG00000154556/ENSG00000159167/ENSG00000078401/ENSG00000151320/ENSG00000153531/ENSG00000138685/ENSG00000196739/ENSG00000151748/ENSG00000081189/ENSG00000114861/ENSG00000047644/ENSG00000082482/ENSG00000131759/ENSG00000149256/ENSG00000176788/ENSG00000137745/ENSG00000169946/ENSG00000153094/ENSG00000072840/ENSG00000163110/ENSG00000173706/ENSG00000182197/ENSG00000144560/ENSG00000092969/ENSG00000113494/ENSG00000113645/ENSG00000157933/ENSG00000139318/ENSG00000181690/ENSG00000106799/ENSG00000135346/ENSG00000168214/ENSG00000178568/ENSG00000164690/ENSG00000004848/ENSG00000117152/ENSG00000181744/ENSG00000137693/ENSG00000091831/ENSG00000207725/ENSG00000185532/ENSG00000107779/ENSG00000207935/ENSG00000008083/ENSG00000084073",58,"proliferation","TEAD1-only"
"GO:0040013","negative regulation of locomotion","98/2928","317/15151",0.309148264984227,1.59969445450001,5.28121044260225,4.28732269596403e-07,3.62462510210217e-05,2.88056508354396e-05,"ENSG00000115461/ENSG00000137801/ENSG00000173334/ENSG00000140937/ENSG00000064042/ENSG00000171444/ENSG00000107562/ENSG00000111913/ENSG00000112902/ENSG00000169554/ENSG00000152894/ENSG00000182621/ENSG00000133121/ENSG00000143507/ENSG00000146674/ENSG00000140416/ENSG00000137764/ENSG00000099250/ENSG00000145147/ENSG00000064666/ENSG00000067798/ENSG00000164442/ENSG00000060656/ENSG00000137573/ENSG00000166068/ENSG00000108861/ENSG00000159167/ENSG00000138336/ENSG00000107104/ENSG00000149295/ENSG00000070087/ENSG00000138685/ENSG00000171877/ENSG00000108691/ENSG00000081189/ENSG00000108379/ENSG00000276644/ENSG00000154096/ENSG00000077942/ENSG00000006210/ENSG00000186575/ENSG00000101384/ENSG00000144824/ENSG00000196405/ENSG00000144724/ENSG00000196935/ENSG00000113657/ENSG00000266028/ENSG00000197381/ENSG00000149177/ENSG00000156234/ENSG00000153233/ENSG00000100065/ENSG00000035403/ENSG00000102572/ENSG00000132386/ENSG00000120063/ENSG00000173402/ENSG00000151490/ENSG00000168610/ENSG00000186716/ENSG00000106799/ENSG00000094631/ENSG00000091879/ENSG00000168675/ENSG00000178568/ENSG00000253008/ENSG00000110880/ENSG00000164690/ENSG00000147162/ENSG00000140526/ENSG00000136141/ENSG00000101665/ENSG00000169504/ENSG00000114251/ENSG00000122707/ENSG00000175471/ENSG00000091583/ENSG00000152661/ENSG00000082701/ENSG00000143878/ENSG00000185532/ENSG00000066056/ENSG00000144339/ENSG00000187098/ENSG00000039068/ENSG00000197635/ENSG00000101040/ENSG00000189403/ENSG00000106366/ENSG00000164741/ENSG00000107779/ENSG00000207935/ENSG00000153487/ENSG00000137872/ENSG00000136848/ENSG00000196220/ENSG00000163485",98,"migration","TEAD1-only"
"GO:0071560","cellular response to transforming growth factor beta stimulus","83/2928","257/15151",0.32295719844358,1.67114908252004,5.31107989353134,4.4339392612931e-07,3.69578204906093e-05,2.9371149917654e-05,"ENSG00000137801/ENSG00000162733/ENSG00000105855/ENSG00000153071/ENSG00000105974/ENSG00000150457/ENSG00000166147/ENSG00000164692/ENSG00000169554/ENSG00000152894/ENSG00000134871/ENSG00000163513/ENSG00000164442/ENSG00000124479/ENSG00000166068/ENSG00000170345/ENSG00000049323/ENSG00000005884/ENSG00000156535/ENSG00000062038/ENSG00000124225/ENSG00000078401/ENSG00000138336/ENSG00000110693/ENSG00000081189/ENSG00000064393/ENSG00000115170/ENSG00000003402/ENSG00000082781/ENSG00000113083/ENSG00000148677/ENSG00000073712/ENSG00000168743/ENSG00000166949/ENSG00000186174/ENSG00000142611/ENSG00000168615/ENSG00000186153/ENSG00000124486/ENSG00000171310/ENSG00000152518/ENSG00000169756/ENSG00000090863/ENSG00000087095/ENSG00000179776/ENSG00000089159/ENSG00000114374/ENSG00000183668/ENSG00000180370/ENSG00000125968/ENSG00000092969/ENSG00000134986/ENSG00000108389/ENSG00000169398/ENSG00000183779/ENSG00000134532/ENSG00000168610/ENSG00000157933/ENSG00000170962/ENSG00000106799/ENSG00000198742/ENSG00000140443/ENSG00000118046/ENSG00000168675/ENSG00000072415/ENSG00000102804/ENSG00000147162/ENSG00000120868/ENSG00000090006/ENSG00000101665/ENSG00000197415/ENSG00000114251/ENSG00000115109/ENSG00000113658/ENSG00000105971/ENSG00000177606/ENSG00000141646/ENSG00000108175/ENSG00000107779/ENSG00000207935/ENSG00000153487/ENSG00000118058/ENSG00000101220",83,"proliferation","TEAD1-only"
"GO:0050920","regulation of chemotaxis","62/2928","177/15151",0.350282485875706,1.81254437961162,5.3219128223485,5.85143550365045e-07,4.61717270808045e-05,3.66936334460494e-05,"ENSG00000137801/ENSG00000184304/ENSG00000107562/ENSG00000111913/ENSG00000112902/ENSG00000105976/ENSG00000156299/ENSG00000177119/ENSG00000099250/ENSG00000128052/ENSG00000183087/ENSG00000136244/ENSG00000145147/ENSG00000150630/ENSG00000140538/ENSG00000108861/ENSG00000160712/ENSG00000078401/ENSG00000171951/ENSG00000138685/ENSG00000108691/ENSG00000108379/ENSG00000184371/ENSG00000164171/ENSG00000221866/ENSG00000140945/ENSG00000166949/ENSG00000172939/ENSG00000205542/ENSG00000150455/ENSG00000149177/ENSG00000113721/ENSG00000137845/ENSG00000133789/ENSG00000164251/ENSG00000137285/ENSG00000156234/ENSG00000111199/ENSG00000020181/ENSG00000169398/ENSG00000120899/ENSG00000151490/ENSG00000197405/ENSG00000213654/ENSG00000170962/ENSG00000153310/ENSG00000094631/ENSG00000091879/ENSG00000168811/ENSG00000113578/ENSG00000135124/ENSG00000060237/ENSG00000128340/ENSG00000114251/ENSG00000035664/ENSG00000182578/ENSG00000109743/ENSG00000197635/ENSG00000189403/ENSG00000106366/ENSG00000166086/ENSG00000169429",62,"migration","TEAD1-only"
