"pathway","pval","padj","log2err","ES","NES","size","leadingEdge","collection"
"GOBP_NUCLEOSOME_ORGANIZATION",9.56595342103483e-20,6.12047092520392e-17,1.15122052214226,-0.689993370762925,-2.78038002539065,117,"H3C3;H3C7;H3C2;H4C1;H2BC7;H1-0;H1-5;H2BC3;H4C5;H3C11;H2BC1;H3C8;H1-3;H2BC10;H4C3;H4C4;H3C1;H2BC13;H2BC8;H4C2;H4C16;H2BC9;H4C8;H1-2;H3C10;H2BC15;H1-4;NFE2;H4C6;HMGB2;H4C14;NAP1L5;NAP1L2;H2BC17;H4C9;H3C13;SHPRH;H1-10;H3C6;NAP1L1;H4C15","02_GO_Biological_Process"
"GOBP_PROTEIN_DNA_COMPLEX_ASSEMBLY",5.15941407806249e-19,2.59371116295742e-16,1.12391496374483,-0.580937663360533,-2.51126170778742,204,"H3C3;H3C7;H3C2;H4C1;H2BC7;H1-0;H1-5;H2BC3;H4C5;H3C11;H2BC1;H3C8;H1-3;H2BC10;H4C3;H4C4;H3C1;HJURP;DLGAP5;H2BC13;H2BC8;H4C2;H4C16;H2BC9;MED18;H4C8;H1-2;H3C10;H2BC15;H1-4;TAF1B;H4C6;CDC45;CENPA;CENPE;CENPW;HMGB2;H4C14;NAP1L5;NAP1L2;NFKBIZ;MED21;H2BC17;H4C9;H3C13;SHPRH;CDT1;H1-10;CENPI;SUGT1;H3C6;NAP1L1;H4C15;CENPF;MACROH2A2;H3-4;TCF4;ASF1B;HMGB1;RAD51;CENPH;H2AX","02_GO_Biological_Process"
"GOBP_MITOTIC_SISTER_CHROMATID_SEGREGATION",8.04906955036224e-16,1.53106355393107e-13,1.02766987054358,-0.560372870262247,-2.39800199126559,188,"DLGAP5;KIF18B;CDCA8;UBE2C;TTK;AURKB;BIRC5;KIFC1;SPC25;SPC24;CCNB1;MYBL2;ZWINT;CDC20;NDC80;KIF23;TPX2;SKA3;CDK1;KNL1;ESPL1;CDCA5;NUF2;NEK2;NCAPG;PLK1;KIF15;NUSAP1;BUB1B;SPAG5;KIF18A;BUB1;NCAPG2;SKA2;HASPIN;KIF22;RAN;UHRF1;CENPE;MZT1;KNSTRN;INCENP;KIF14;NCAPD2;CDT1;SPDL1;KIF2C;CENPI;PRC1;CENPF;TUBG1","02_GO_Biological_Process"
"GOBP_CHROMOSOME_SEGREGATION",4.29652795007247e-14,5.39981494868036e-12,0.965327754226083,-0.427844955520816,-1.97703414792761,407,"HJURP;DLGAP5;KIF18B;CDCA8;UBE2C;TTK;MKI67;AURKB;BIRC5;KIFC1;SPC25;TOP2A;SPC24;CCNB1;MYBL2;ZWINT;CDC20;NDC80;ASPM;DIAPH3;KIF23;TPX2;AURKA;SKA3;CDK1;KNL1;ESPL1;CDCA5;FANCD2;NUF2;NEK2;NCAPG;PLK1;KIF15;NUSAP1;SGO1;PTTG1;CENPJ;SGO2;ECT2;BUB1B;SPAG5;KIF18A;DSN1;HAUS4;FAM83D;BUB1;NCAPG2;SKA2;CDCA2;HASPIN;KIF22;RAN;UHRF1;CENPU;CENPE;CENPW;CCNB2;MZT1;HAUS8;SMARCAD1;BRCA1;RNF212B;KNSTRN;GPSM2;INCENP;KIF14;TACC3;CDC6;NCAPD2;CDT1;SPDL1;KIF2C;TUBGCP3;CENPI;ANAPC1;BRIP1;RIOK2;PRC1;CENPF;TUBG1;TUBB;ERCC2;DYNC1H1;NEK6;RACGAP1;MLH3;ESCO2;CENATAC;PLSCR1;CENPM;BCL7A;HSPA1A;ACTB;CENPH;TRIP13;SHOC1;MAD2L1","02_GO_Biological_Process"
"GOBP_SISTER_CHROMATID_SEGREGATION",2.37699154917248e-13,2.61394789423061e-11,0.932595211336209,-0.50142219223881,-2.19047262754781,228,"DLGAP5;KIF18B;CDCA8;UBE2C;TTK;AURKB;BIRC5;KIFC1;SPC25;TOP2A;SPC24;CCNB1;MYBL2;ZWINT;CDC20;NDC80;KIF23;TPX2;SKA3;CDK1;KNL1;ESPL1;CDCA5;NUF2;NEK2;NCAPG;PLK1;KIF15;NUSAP1;BUB1B;SPAG5;KIF18A;BUB1;NCAPG2;SKA2;HASPIN;KIF22;RAN;UHRF1;CENPE;MZT1;KNSTRN;INCENP;KIF14;TACC3;CDC6;NCAPD2;CDT1;SPDL1;KIF2C;CENPI;ANAPC1;RIOK2;PRC1;CENPF;TUBG1;NEK6;RACGAP1;BCL7A;HSPA1A;ACTB;TRIP13","02_GO_Biological_Process"
"GOBP_MITOTIC_NUCLEAR_DIVISION",6.40185252315628e-13,6.43660543685342e-11,0.921426003494898,-0.474525215846175,-2.1089742805868,272,"TGFA;DLGAP5;KIF18B;CDCA8;EDN1;UBE2C;CDC25C;TTK;MKI67;AURKB;BIRC5;KIFC1;SPC25;SPC24;CCNB1;MYBL2;ZWINT;CDC20;NDC80;NFIB;KIF23;TPX2;AURKA;SKA3;CDK1;KNL1;ESPL1;CDCA5;NUF2;NEK2;NCAPG;PLK1;KIF15;NUSAP1;BUB1B;ANLN;SPAG5;KIF18A;BUB1;NCAPG2;SKA2;CDCA2;HASPIN;KIF22;RAN;UHRF1;KIF20B;CENPE;BORA;MZT1;REEP4;PKMYT1;KNSTRN;INCENP;KIF14;CHEK1;NCAPD2;OBSL1;CDT1;SPDL1;KIF2C;TOM1L1;CENPI","02_GO_Biological_Process"
"GOBP_MITOTIC_CELL_CYCLE_PHASE_TRANSITION",1.65860616861962e-12,1.53595660720328e-10,0.910119734774459,-0.410387933559829,-1.90300196474132,415,"DDR2;DLGAP5;RRM2;IQGAP3;CDCA8;UBE2C;CDC25C;GTSE1;LATS2;TTK;AURKB;BIRC5;ID4;SPC25;SPC24;E2F7;CCNB1;ZWINT;CDC20;NDC80;DACT1;NFIB;CCL2;AURKA;CDK1;FOXM1;KNL1;ESPL1;CDCA5;NUF2;PLK1;CCNA2;DTL;CDK6;ANXA1;CENPJ;BUB1B;ANLN;PKD2;BCAT1;BUB1;PLCB1;TPD52L1;HASPIN;CKS1B;NBN;CDC25A;PRKDC;DBF4B;CENPE;CKS2;PLK2;KCNH5;RNASEH2B;CCNB2;MELK;MIR221;MIR222;TICRR;PKMYT1;BRCA1;CDK2;TFAP4;EGFR;BARD1;INCENP;KIF14;CHEK1;TACC3;JADE1;CDC6;SPDL1;CCNB3;ANAPC1;CDKN3;MASTL;CDKN2D;CCNH;PRMT2;KANK2;RIOK2;CENPF;ERCC2;PKD1;NEK6;RAD50;SLFN11;PBX1;BCL7A;ACTB;TRIP13;MYC;MAD2L1;BABAM2;CCND1;DBF4;TFDP1;CDC25B;DPF2;RDX;SKP2;EZH2;FBXO5;RFWD3;PTPN6;SMC5;RPS27L;CDK14;DLG1;ETAA1;MAD1L1;PABIR1;CCNI;APC;PPP3CA;CCNF;XPC;MYO16;LATS1;GPR132;RB1;CCNG2;PHF10;XRCC3","02_GO_Biological_Process"
"GOBP_NUCLEAR_CHROMOSOME_SEGREGATION",3.6821660307052e-12,3.19939315112385e-10,0.887074988399873,-0.443448214613829,-1.99910120335767,304,"DLGAP5;KIF18B;CDCA8;UBE2C;TTK;AURKB;BIRC5;KIFC1;SPC25;TOP2A;SPC24;CCNB1;MYBL2;ZWINT;CDC20;NDC80;ASPM;KIF23;TPX2;AURKA;SKA3;CDK1;KNL1;ESPL1;CDCA5;FANCD2;NUF2;NEK2;NCAPG;PLK1;KIF15;NUSAP1;SGO1;PTTG1;ECT2;BUB1B;SPAG5;KIF18A;DSN1;FAM83D;BUB1;NCAPG2;SKA2;HASPIN;KIF22;RAN;UHRF1;CENPE;CCNB2;MZT1;RNF212B;KNSTRN;INCENP;KIF14;TACC3;CDC6;NCAPD2;CDT1;SPDL1;KIF2C;CENPI;ANAPC1;BRIP1;RIOK2;PRC1;CENPF;TUBG1;DYNC1H1;NEK6;RACGAP1;MLH3;BCL7A;HSPA1A;ACTB;TRIP13;SHOC1;MAD2L1","02_GO_Biological_Process"
"GOBP_SENSORY_PERCEPTION_OF_SMELL",1.27346229067301e-11,9.95847511306297e-10,0.875325132024659,0.688124593709117,2.31248403914813,84,"OR2A7;OR2A1;OR14J1;OR2J1;OR2A42;OR2J3;OR2J2;OR51B5;OR2AG2;OR51I1;OR51M1;OR12D2;OR5V1;OR2B3;OR1L1;OR11H7;CNGB1;OR11H4;OR13D1;OR6V1;OR1L3;OR1L8;OR2A4;OR2B6;OR2B2;OR1L4;B3GNT2;OR6X1;OR2W6P;OR1L6;OR5C1;OR9A2;GJB4;OR2AT4;OR2C1;OR52I2;GFY;OR1K1;OR51I2;B2M;OR52I1","02_GO_Biological_Process"
"GOBP_PROTEIN_LOCALIZATION_TO_CHROMOSOME_CENTROMERIC_REGION",3.08736543653986e-11,2.31158275982633e-09,0.851339057116899,-0.787299816851219,-2.59387275207483,38,"H2AC4;H4C1;H4C5;H4C3;H4C4;H2AC8;TTK;AURKB;H4C2;H4C16;H4C8;CDK1;KNL1;BUB1B;H4C6;CENPA;HASPIN;H4C14;H4C9;SPDL1;H4C15","02_GO_Biological_Process"
