"pathway","pval","padj","log2err","ES","NES","size","leadingEdge","collection"
"GOBP_2_OXOGLUTARATE_METABOLIC_PROCESS",0.946410684474124,1,0.0126117057453075,0.247449746906284,0.606115692608509,16,"OGDHL","02_GO_Biological_Process"
"GOBP_3_PHOSPHOADENOSINE_5_PHOSPHOSULFATE_METABOLIC_PROCESS",0.979453710418177,1,0.0174814616973442,-0.21358776263888,-0.53145400006724,13,"PAPSS1;SULT1A1;SULT1A2","02_GO_Biological_Process"
"GOBP_3_UTR_MEDIATED_MRNA_DESTABILIZATION",0.919290686112032,1,0.0129279385303377,0.258666922487216,0.650532007686764,18,"TRIM71;ZC3H12D;ZFP36;DHX36;CPEB3","02_GO_Biological_Process"
"GOBP_3_UTR_MEDIATED_MRNA_STABILIZATION",0.627173736388753,0.954106860211854,0.0182015902648862,0.340987217545532,0.889567736929515,21,"BOLL;DAZL","02_GO_Biological_Process"
"GOBP_4_HYDROXYPROLINE_METABOLIC_PROCESS",0.57432273262662,0.93143170235437,0.0254119747951087,-0.381963868318567,-0.913001143372434,11,"EGLN3;P4HA2;P4HA1","02_GO_Biological_Process"
"GOBP_ACETYL_COA_BIOSYNTHETIC_PROCESS",0.00975731798849137,0.130307407975336,0.232056818075608,-0.644666714747787,-1.7420324011,17,"DLD;PDK1;ACSS1;PDK4;PPCS;DLAT;PDK3;PDHX","02_GO_Biological_Process"
"GOBP_ACETYL_COA_BIOSYNTHETIC_PROCESS_FROM_PYRUVATE",0.0152954808806489,0.173628378125818,0.177673526439218,-0.723736530848583,-1.69105169095559,10,"DLD;PDK1;PDK4;DLAT;PDK3;PDHX","02_GO_Biological_Process"
"GOBP_ACETYL_COA_METABOLIC_PROCESS",0.297759103641457,0.743322590025687,0.0418426681191335,-0.347205323498088,-1.09823812963013,32,"DLD;PDK1;ACACB;ACSS1;PDK4;PIPOX;PPCS;DLAT;PDK3;PDHX","02_GO_Biological_Process"
"GOBP_ACIDIC_AMINO_ACID_TRANSPORT",0.883149010477299,1,0.011612607766665,0.237539786965224,0.755542831278364,59,"NTSR1;ABCC8;TRH;SLC1A7;SLC6A1;SLC1A2;ARL6IP5;KMO;KCNJ10;TRPV1","02_GO_Biological_Process"
"GOBP_ACID_SECRETION",0.557698241283554,0.924608674525955,0.0191758234421493,0.320178000163289,0.940279466453033,38,"AGXT;NTSR1;TRH;HRH2;SLC6A1;SGK1;HIP1R;SLC51B;PTGER3;SLC26A6;ABAT;DRD3;CACNB4","02_GO_Biological_Process"
"GOBP_ACROSOME_ASSEMBLY",0.297418630751964,0.74289912807804,0.0302358693091482,0.419955803969172,1.13004815180641,24,"SPINK2;GARIN1B;GARIN1A;TBPL1;ACTL7A","02_GO_Biological_Process"
"GOBP_ACROSOME_REACTION",0.0107259443494482,0.137295435494933,0.173713219262156,0.5592200755245,1.60964220766738,34,"PRND;SYT6;ZP2;CACNA1H;GARIN1B","02_GO_Biological_Process"
"GOBP_ACTIN_CROSSLINK_FORMATION",0.325114817500604,0.768620776703773,0.0366051247216999,-0.442255466366706,-1.10043025755917,13,"DIAPH3;MARCKS;GAS2L3","02_GO_Biological_Process"
"GOBP_ACTIN_FILAMENT_BASED_MOVEMENT",0.0366056572379368,0.295792949385452,0.1535535368591,-0.325506237997564,-1.31589612008385,120,"PARVA;CAV1;KCNJ3;LIMCH1;CAMK2D;EMP2;ZEB2;FGF12;TPM1;SNTA1;PDE4B;PDE4D;ACTA2;ANK2;KCNE4;DSG2;RNF207;KCND3;NOS1AP;ATP1A2;AKAP9;STC1;SCN4B;SRI;FRMD6;ACTN4;FGF13;SHTN1;MYH9;MYO1C;MYO5C;KCNN2;HCN4;MYO6","02_GO_Biological_Process"
"GOBP_ACTIN_FILAMENT_BASED_TRANSPORT",0.442412519781959,0.852524226320725,0.0248855600853743,0.471686309658578,1.03104980598137,10,"MYO5B;SYNE2","02_GO_Biological_Process"
"GOBP_ACTIN_FILAMENT_BUNDLE_ORGANIZATION",0.351429956374212,0.790212151105977,0.0516208105781906,-0.246140187145365,-1.03449575332335,161,"CCN2;TACR1;CALD1;LIMCH1;DIAPH3;AIF1L;MARCKS;CGNL1;ZEB2;SYNPO;MET;TPM1;PFN2;ASAP3;SDC4;NRP1;PAWR;CCDC88A;SORBS1;PTGER4;SFRP1;ACTN1;FERMT2;SHTN1;FRMD7;PHLDB2;CX3CL1;ARHGEF10L;ARHGAP6;SHROOM2;S100A10;NF2;RHPN2;RDX;PIK3R1;SMAD3;FSCN1;MYO1B;PXN","02_GO_Biological_Process"
