"pathway","pval","padj","log2err","ES","NES","size","leadingEdge","collection"
"REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT",0.573270651443922,0.930730223123732,0.0167212171262563,0.274832046151712,0.94489655794848,100,"ABCA4;APOA1;ABCG1;ABCB1;ABCC9;KCNJ11;ABCC5;PSMB11;ABCC6;ABCB5;DERL3;PSME4;ABCG5;RNF185;ABCG8;ABCA7;ERLIN2;PSMD4;ABCA9;ABCC11;PSMB5;ABCB8;SEL1L;ABCC2","06_Reactome_Pathways"
"REACTOME_ABC_TRANSPORTERS_IN_LIPID_HOMEOSTASIS",0.34338051623647,0.782867532644079,0.0283109803250037,0.441042566593292,1.09685001333355,17,"APOA1;ABCG1","06_Reactome_Pathways"
"REACTOME_ABC_TRANSPORTER_DISORDERS",0.707466000555093,0.985579119538152,0.0141486827935973,0.264099903584754,0.874300804385069,76,"APOA1;ABCC8;ABCC9;KCNJ11;PSMB11;ABCC6;DERL3;PSME4;LMBRD1;ABCG5;RNF185;ABCG8;ERLIN2;PSMD4;PSMB5;SEL1L;ABCC2;PSMB4;DERL1;UBB","06_Reactome_Pathways"
"REACTOME_ABERRANT_REGULATION_OF_MITOTIC_EXIT_IN_CANCER_DUE_TO_RB1_DEFECTS",0.244329896907216,0.691802173729885,0.044593371693072,-0.412822471046199,-1.16571150009034,20,"UBE2C;ANAPC1;SKP2;ANAPC16;RB1;UBE2S;CDC27","06_Reactome_Pathways"
"REACTOME_ABERRANT_REGULATION_OF_MITOTIC_G1_S_TRANSITION_IN_CANCER_DUE_TO_RB1_DEFECTS",0.307730798098574,0.753097753501732,0.038532213432583,-0.411305519303193,-1.11143870931469,17,"E2F2;CDK6;CDK2;CCND1;TFDP1;RB1;CCNE1;CDKN1A","06_Reactome_Pathways"
"REACTOME_ABORTIVE_ELONGATION_OF_HIV_1_TRANSCRIPT_IN_THE_ABSENCE_OF_TAT",0.973535581733097,1,0.0117004037224561,0.211885726716329,0.564465194928498,23,"SUPT4H1;POLR2H;POLR2K;NELFE;NELFA;SUPT5H;POLR2J;POLR2C;POLR2F;POLR2G;GTF2F1;NCBP2;CTDP1;NELFB","06_Reactome_Pathways"
"REACTOME_ACETYLCHOLINE_BINDING_AND_DOWNSTREAM_EVENTS",0.16050232238087,0.591141948332776,0.0449878247231264,0.564783545897922,1.2935330901849,12,"CHRNA1;CHRNA7;CHRNB4;CHRNA4","06_Reactome_Pathways"
"REACTOME_ACETYLCHOLINE_NEUROTRANSMITTER_RELEASE_CYCLE",0.0925398155909472,0.465210872949347,0.0597150479010505,0.572865965837699,1.38423468291618,15,"CHAT;CPLX1","06_Reactome_Pathways"
"REACTOME_ACETYLCHOLINE_REGULATES_INSULIN_SECRETION",0.643568945538818,0.960905961874278,0.0232703924930912,-0.369615024630788,-0.863626590289186,10,"MARCKS;PLCB1;GNAQ;PLCB3","06_Reactome_Pathways"
"REACTOME_ACTIVATED_NOTCH1_TRANSMITS_SIGNAL_TO_THE_NUCLEUS",0.157828082950768,0.58649781157533,0.0433653397528181,0.451525280980028,1.26213204612256,29,"DTX1;DLL1;NEURL1;DTX4;DLL4;PSENEN;JAG1;MIB1;ADAM10;JAG2;PSEN1;NUMB;NCSTN","06_Reactome_Pathways"
"REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_FRS2_AND_FRS3",0.684334511189635,0.975736703820126,0.0225493896866513,-0.348871459728495,-0.833900973472374,11,"BDNF","06_Reactome_Pathways"
"REACTOME_ACTIVATED_PKN1_STIMULATES_TRANSCRIPTION_OF_AR_ANDROGEN_RECEPTOR_REGULATED_GENES_KLK2_AND_KLK3",4.41808137805091e-14,5.45516784889865e-12,0.965327754226083,-0.760618380284573,-2.7244638490642,58,"H2AC4;H3C3;H3C7;H3C2;H4C1;H2BC7;H2BC3;H4C5;H3C11;H2BC1;H3C8;H2BC10;H4C3;H4C4;H3C1;H2AC8;H2BC13;H2BC8;H4C2;H4C16;H2BC9;H4C8;H3C10;H2BC15;H2AC20;H4C6;H4C14;H2BC17;H4C9;H3C13;AR;H3C6;H4C15;H2BC26;H2AC18;H2AC14;H2AZ2","06_Reactome_Pathways"
"REACTOME_ACTIVATED_TAK1_MEDIATES_P38_MAPK_ACTIVATION",0.985282522996058,1,0.0186313535446168,-0.194374254433504,-0.56651331254321,23,"RIPK2;TAB2","06_Reactome_Pathways"
"REACTOME_ACTIVATION_OF_AMPK_DOWNSTREAM_OF_NMDARS",0.91004617099188,1,0.0124914248458561,0.24788068804508,0.677061688932577,26,"TUBAL3;TUBB3;MAPT","06_Reactome_Pathways"
"REACTOME_ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS",1.38398368450851e-15,2.37572613940753e-13,1.01754479730988,-0.650748784470683,-2.61754787660283,115,"H2AC4;H3C3;H3C7;H3C2;H4C1;H2BC7;H2BC3;H4C5;H3C11;H2BC1;H3C8;H2BC10;H4C3;H4C4;H3C1;H2AC8;H2BC13;AJUBA;H2BC8;H4C2;H4C16;RARB;H2BC9;H4C8;H3C10;H2BC15;H2AC20;H4C6;DPY30;H4C14;H2BC17;HOXB4;H4C9;HOXD4;HOXA3;H3C13;HOXD3;POLR2B;H3C6;H4C15;H2BC26;HOXA2;H2AC18;H2AC14;H2AZ2;PBX1;RARA;H2AX;RARG","06_Reactome_Pathways"
"REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS",0.00325589060137748,0.0599868011845411,0.431707695803346,-0.532873153584922,-1.74463205521468,37,"CDC25C;MCM10;CDC45;CDC25A;CDK2;CHEK1;CDC6;MCM6;RFC2;DBF4;ORC3;MCM4;MCM7;CDC7","06_Reactome_Pathways"
"REACTOME_ACTIVATION_OF_BAD_AND_TRANSLOCATION_TO_MITOCHONDRIA",0.246940486169321,0.694966243311168,0.0347183931048166,0.491623938660608,1.18792692781242,15,"SFN","06_Reactome_Pathways"
"REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS",0.820872028962695,1,0.0138211344552716,0.270587394818105,0.761637265435586,30,"SFN","06_Reactome_Pathways"
"REACTOME_ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_SREBP",0.442594215600351,0.852524226320725,0.0341492010529558,-0.298930648066119,-1.00399944381339,42,"ELOVL6;ACACB;SCD;HELZ2;CYP51A1;CHD9;FASN;TBL1XR1;RXRA;SMARCD3;SREBF1;SQLE;ACACA;SP1","06_Reactome_Pathways"
"REACTOME_ACTIVATION_OF_IRF3_IRF7_MEDIATED_BY_TBK1_IKK_IKBKE",0.428175403225806,0.843896121404166,0.0318949747934007,-0.368189094274481,-1.01184886794156,18,"TBK1;IKBKE;SARM1;TICAM2;UBA52;TICAM1;TLR4;TRAF3;CD14;OPTN;IRF7","06_Reactome_Pathways"
"REACTOME_ACTIVATION_OF_KAINATE_RECEPTORS_UPON_GLUTAMATE_BINDING",0.362988760487573,0.799887584243545,0.0264533000664842,0.383541754504189,1.072100189684,29,"GRIK3;GNGT2;PLCB2;GNG4;GNG10;GNG8;GRIK5;GNG13;GRIK4","06_Reactome_Pathways"
"REACTOME_ACTIVATION_OF_MATRIX_METALLOPROTEINASES",0.136356301436179,0.551537729602199,0.0475025276276735,0.488758109057314,1.3020553369849,23,"MMP13;MMP1;CTSV;MMP17;MMP10;MMP11;FURIN;MMP15;MMP9;MMP16;CTRB2;COL18A1","06_Reactome_Pathways"
"REACTOME_ACTIVATION_OF_NMDA_RECEPTORS_AND_POSTSYNAPTIC_EVENTS",0.64474761255116,0.961384257867598,0.0152423183743663,0.267985063633828,0.908490549698268,90,"TUBAL3;ERBB4;CAMK2A;CAMK2B;ADCY1;GRIN2B;GRIN1;TUBB3;ACTN2;KIF17;MAPT;GRIA2;PRKAR2B","06_Reactome_Pathways"
"REACTOME_ACTIVATION_OF_PPARGC1A_PGC_1ALPHA_BY_PHOSPHORYLATION",0.631054461181924,0.955492035755389,0.0235877089300371,-0.37352650517325,-0.872765987712881,10,"PRKAA2;PRKAB2;PRKAG3;MAPK12;MAPK11","06_Reactome_Pathways"
"REACTOME_ACTIVATION_OF_RAC1",0.990212461207925,1,0.0171379844682428,-0.193672434889005,-0.473233402978777,12,"SLIT2;NCK2;PAK4;RAC1;PAK6;ROBO1;SOS2;NCK1;SOS1;PAK2;PAK3;PAK1","06_Reactome_Pathways"
"REACTOME_ACTIVATION_OF_SMO",0.335598276433543,0.778450644730723,0.0286350112764332,0.440625479900001,1.10814701516951,18,"EVC2;IHH;SHH","06_Reactome_Pathways"
"REACTOME_ACTIVATION_OF_THE_AP_1_FAMILY_OF_TRANSCRIPTION_FACTORS",0.893265342008089,1,0.0141997232718026,0.296993952216939,0.649193225541281,10,"FOS","06_Reactome_Pathways"
"REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S",0.643769968051118,0.960905961874278,0.028723985140975,-0.253269733750486,-0.910198424745618,59,"RPS29;RPS27L;RPS8;RPS19;RPS4Y1;EIF1AX;RPS23;RPS18;RPS16;EIF4EBP1;RPS3A;RPS13;EIF4H;EIF4A1;RPS9;RPS10;EIF3E;EIF2S1;RPS27;EIF3F;RPSA;EIF2S3;FAU;RPS15A;EIF4B;RPS3;EIF3D;RPS11;RPS5;EIF3L;RPS21","06_Reactome_Pathways"
"REACTOME_ACTIVATION_OF_THE_PHOTOTRANSDUCTION_CASCADE",0.222612976965008,0.666327005683465,0.0379021677023624,0.562294038407118,1.22910745411242,10,"CNGA1;CNGB1;GNAT1","06_Reactome_Pathways"
"REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX",0.00730542287159314,0.107435470441299,0.285313392143872,-0.524431180464104,-1.67546433547986,33,"MCM10;CDC45;POLA2;CDK2;CDC6;CDT1;MCM6;DBF4;ORC3;MCM4;MCM7;CDC7;GMNN;MCM3","06_Reactome_Pathways"
"REACTOME_ACTIVATION_OF_THE_TFAP2_AP_2_FAMILY_OF_TRANSCRIPTION_FACTORS",0.60565371024735,0.94613510131501,0.0245272739043374,-0.372566903526382,-0.890539752882119,11,"TFAP2B;CITED2;YEATS4","06_Reactome_Pathways"
"REACTOME_ACYL_CHAIN_REMODELLING_OF_PC",0.6432634487242,0.960905961874278,0.017827051349042,0.336295424007284,0.877327782042047,21,"PLA2R1;PLA2G4F;PLA2G2E;MBOAT2;PLA2G10;PLA2G4E;PLA2G6;PLA2G3;LPCAT3","06_Reactome_Pathways"
"REACTOME_ACYL_CHAIN_REMODELLING_OF_PE",0.428062216461439,0.843896121404166,0.0240795170552961,0.387678095581124,1.02218530807336,22,"PLA2R1;PLA2G4F;PLA2G2E;MBOAT2;PLA2G10;PLAAT2;PLA2G4E;PLA2G6;PLA2G3;LPCAT3","06_Reactome_Pathways"
"REACTOME_ACYL_CHAIN_REMODELLING_OF_PG",0.239635300189231,0.686546468471524,0.0358688289733687,0.525851639622737,1.20436670175752,12,"PLA2R1;PLA2G4F;PLA2G2E;PLA2G10","06_Reactome_Pathways"
"REACTOME_ACYL_CHAIN_REMODELLING_OF_PI",0.436685773840542,0.848769532253448,0.0248987847007365,0.461763212386308,1.03300386175465,11,"PLA2R1;PLA2G4F;PLA2G2E;PLA2G10","06_Reactome_Pathways"
"REACTOME_ACYL_CHAIN_REMODELLING_OF_PS",0.4220367278798,0.840788105939347,0.0248065053712848,0.420375216712936,1.02968792176583,16,"PLA2R1;PLA2G4F;PLA1A;PLA2G2E;PLA2G10","06_Reactome_Pathways"
